breaths ann1 [signal sample no], breaths ann2 [signal sample no]
324,309
989,1000
1615,1675
1954,1987
2498,2530
3020,2995
3546,3311
4048,3501
4513,3980
5017,4486
5474,5135
5917,5462
6487,5932
7009,6454
7820,6940
8367,7809
8850,8373
9350,8843
9907,9328
10311,9935
10828,10273
11335,10774
11796,11279
12304,11796
12804,12271
13396,12788
13922,13406
14443,13896
14948,14424
15254,14920
15585,15266
16093,15578
16372,16069
17311,16380
17833,17293
18376,17799
18996,18348
19378,19011
19987,19349
20257,19998
20783,20199
21183,20747
21670,21164
22170,21681
22733,22141
23259,22745
23850,23273
24376,23832
24941,24365
25502,24930
25933,25521
26461,25901
26917,26400
27396,26875
27743,27398
28517,27757
28904,28506
29743,28891
30254,29693
30776,30224
31285,30799
31824,31269
32411,31839
32920,32435
33472,32900
33948,33496
34422,33911
34943,34391
35461,34956
35970,35462
36535,36016
37061,36518
37585,37082
38093,37566
38641,38099
39167,38637
39650,39165
40076,39640
40767,40083
41600,40737
42048,41128
42526,41559
42983,42028
43517,42551
44013,42962
44530,43516
45028,44013
45467,44530
45959,45045
46398,45462
46702,45974
46989,46243
47454,46406
47911,46718
48428,47008
48970,47435
49530,47900
50026,48121
50561,48427
51117,48958
51600,49513
52143,50072
52667,50578
53207,51138
53750,51586
54263,52130
54885,52629
55411,53168
55915,53716
56396,54255
56861,54883
57426,55373
58039,55922
58678,56406
59113,56881
59661,57456
NaN,58063
NaN,58675
NaN,59203
NaN,59656
