breaths ann1 [signal sample no], breaths ann2 [signal sample no]
211,203
680,678
1133,1121
1498,1522
1898,1892
2350,2351
2854,2852
3259,3269
3672,3681
4109,4111
4483,4486
4861,4892
5248,5257
5643,5647
6017,6022
6396,6396
6722,6713
7087,7088
7572,7571
8093,8104
8641,8642
9102,9107
9507,9513
9959,9946
10359,10358
10754,10764
11128,11128
11487,11501
11922,11912
12352,12350
12778,12788
13109,13094
13513,13506
14057,14065
14596,14604
15054,15050
15515,15525
15915,15931
16341,16348
16754,16749
17141,17145
17511,17530
17893,17889
18254,18264
18659,18660
19017,19022
19435,19439
19796,19792
20191,20172
20526,20531
20874,20863
21252,21259
21657,21676
22161,22141
22672,22682
23089,23099
23476,23479
23854,23854
24241,24249
24641,24624
25050,25046
25563,25595
25946,25964
26339,26358
26752,26759
27213,27213
27622,27625
28043,28052
28461,28474
28787,28791
29217,29229
29661,29656
30033,30018
30420,30420
30893,30894
31320,31322
31728,31723
32076,32071
32515,32509
32885,32889
33272,33248
33641,33649
34065,34069
34474,34491
34870,34861
35252,35257
35635,35631
36026,36027
36413,36428
36800,36797
37200,37199
37598,37603
37928,37925
38289,38299
38702,38701
39085,39102
39498,39492
39907,39904
40280,40289
40685,40685
41037,41059
41378,41395
41778,41791
42191,42192
42583,42582
42878,42873
43239,43237
43657,43648
44030,44034
44435,44424
44813,44815
45193,45187
45589,45604
45985,45974
46350,46369
46746,46734
47354,47351
47772,47789
48254,48248
48620,48617
48983,49006
49396,49396
49817,49829
50217,50235
50609,50605
50978,50974
51335,51338
51713,51703
52083,52093
52448,52452
52837,52856
53233,53215
53563,53574
53950,53959
54337,54339
54724,54740
55093,55094
55463,55495
55837,55838
56198,56191
56535,56548
56922,56923
57252,57282
57657,57672
58030,58047
58365,58369
58617,58596
58930,58965
59417,59403
