Time [s], RESP, PLETH, II, V, AVR
0,-0.52416,0.68915,0.58984,0.35547,0.2451
0.008,-0.52788,0.67937,1.1602,-0.4043,-0.27647
0.016,-0.5316,0.66569,0.7207,-0.49805,0.21961
0.024,-0.5316,0.65103,-0.013672,-0.11523,0.85098
0.032,-0.53532,0.63734,-0.23438,0.31055,0.97059
0.04,-0.53532,0.62463,-0.16406,0.61914,0.92157
0.048,-0.53532,0.61095,-0.125,0.74414,0.87647
0.056,-0.53532,0.59824,-0.12891,0.7793,0.86667
0.064,-0.53903,0.58847,-0.10938,0.80469,0.85686
0.072,-0.53903,0.58065,-0.11523,0.81445,0.86667
0.08,-0.53903,0.57576,-0.125,0.81445,0.87059
0.088,-0.53903,0.57283,-0.125,0.81445,0.86667
0.096,-0.53903,0.56989,-0.09375,0.81055,0.83137
0.104,-0.53903,0.56696,-0.083984,0.82031,0.81569
0.112,-0.53903,0.56403,-0.11523,0.81055,0.86667
0.12,-0.53903,0.56012,-0.11914,0.80469,0.86667
0.128,-0.53903,0.55621,-0.10352,0.81055,0.85098
0.136,-0.53903,0.55132,-0.089844,0.79883,0.83529
0.144,-0.53903,0.54545,-0.064453,0.80469,0.81176
0.152,-0.53532,0.53763,-0.074219,0.79883,0.80588
0.16,-0.53532,0.52981,-0.080078,0.79883,0.81569
0.168,-0.53532,0.52102,-0.054688,0.80469,0.80588
0.176,-0.53532,0.51222,-0.048828,0.79883,0.8
0.184,-0.5316,0.5044,-0.070312,0.79883,0.80588
0.192,-0.5316,0.49658,-0.070312,0.79883,0.8
0.2,-0.5316,0.48876,-0.039062,0.79883,0.77647
0.208,-0.5316,0.47996,-0.025391,0.79883,0.76667
0.216,-0.52788,0.47214,-0.013672,0.78906,0.75098
0.224,-0.52788,0.46432,-0.025391,0.78906,0.76078
0.232,-0.52788,0.45846,0.0097656,0.7793,0.72157
0.24,-0.52788,0.45259,0.015625,0.78906,0.7098
0.248,-0.52416,0.44673,0.03125,0.78516,0.70588
0.256,-0.52416,0.43988,0.03125,0.78516,0.7
0.264,-0.52416,0.435,0.060547,0.78906,0.67647
0.272,-0.52416,0.43011,0.080078,0.7793,0.66078
0.28,-0.52045,0.42522,0.089844,0.78516,0.6549
0.288,-0.52045,0.42033,0.095703,0.78906,0.67059
0.296,-0.52045,0.41642,0.11133,0.79492,0.66078
0.304,-0.52045,0.41251,0.050781,0.77539,0.72157
0.312,-0.52045,0.4086,0.03125,0.77539,0.7451
0.32,-0.52045,0.40469,0.035156,0.75977,0.7549
0.328,-0.52045,0.40176,-0.0097656,0.75,0.78039
0.336,-0.52045,0.39883,-0.044922,0.75,0.81569
0.344,-0.52045,0.39492,-0.048828,0.75,0.81176
0.352,-0.52416,0.39003,-0.035156,0.75,0.79608
0.36,-0.52416,0.38416,-0.054688,0.74023,0.81569
0.368,-0.52416,0.37928,-0.064453,0.73438,0.84118
0.376,-0.52416,0.37439,-0.058594,0.74414,0.82549
0.384,-0.52788,0.37048,-0.054688,0.73438,0.82157
0.392,-0.52788,0.36559,-0.074219,0.73047,0.83137
0.4,-0.52788,0.36168,-0.064453,0.73047,0.82549
0.408,-0.52788,0.35777,-0.058594,0.73438,0.81569
0.416,-0.5316,0.35288,-0.064453,0.74023,0.82157
0.424,-0.5316,0.34897,-0.048828,0.75,0.81176
0.432,-0.5316,0.34604,-0.039062,0.74414,0.80588
0.44,-0.5316,0.34311,-0.070312,0.75,0.84118
0.448,-0.5316,0.34018,-0.064453,0.75391,0.84118
0.456,-0.5316,0.33627,-0.074219,0.75,0.83137
0.464,-0.5316,0.33333,-0.064453,0.75,0.82549
0.472,-0.5316,0.3304,-0.054688,0.75,0.83137
0.48,-0.52788,0.32845,-0.048828,0.74414,0.81569
0.488,-0.52788,0.32845,-0.039062,0.74414,0.80588
0.496,-0.52416,0.33236,-0.025391,0.75,0.79608
0.504,-0.52416,0.34213,-0.039062,0.74023,0.81176
0.512,-0.52045,0.35875,-0.048828,0.73438,0.82157
0.52,-0.52045,0.38123,-0.039062,0.73047,0.80588
0.528,-0.51673,0.40469,-0.025391,0.72461,0.78627
0.536,-0.51673,0.43109,-0.035156,0.72461,0.8
0.544,-0.51301,0.46041,-0.029297,0.73047,0.79608
0.552,-0.51301,0.49169,-0.025391,0.73047,0.79608
0.56,-0.50929,0.52004,-0.044922,0.72461,0.80588
0.568,-0.50929,0.54643,-0.054688,0.73047,0.81569
0.576,-0.50558,0.56794,-0.035156,0.74414,0.8
0.584,-0.50558,0.58456,-0.0097656,0.75,0.77647
0.592,-0.50558,0.59726,0,0.75977,0.76078
0.6,-0.50186,0.60606,0.015625,0.75977,0.75098
0.608,-0.50186,0.61388,0.044922,0.75,0.7451
0.616,-0.50186,0.61975,0.044922,0.7207,0.73529
0.624,-0.50186,0.62659,0.054688,0.69922,0.73137
0.632,-0.50186,0.63148,0.050781,0.68945,0.73529
0.64,-0.49814,0.63636,0.025391,0.68945,0.7549
0.648,-0.49814,0.64223,0,0.69922,0.77059
0.656,-0.49814,0.65005,-0.039062,0.70898,0.79608
0.664,-0.49814,0.65982,-0.035156,0.70508,0.80588
0.672,-0.49814,0.66862,-0.070312,0.70508,0.83529
0.68,-0.50186,0.67742,-0.070312,0.69531,0.83137
0.688,-0.50186,0.68426,-0.074219,0.69531,0.83137
0.696,-0.50186,0.69013,-0.070312,0.69531,0.82549
0.704,-0.50186,0.69501,-0.064453,0.69922,0.83137
0.712,-0.50186,0.69599,-0.054688,0.70508,0.81569
0.72,-0.50186,0.69404,-0.064453,0.81445,0.81569
0.728,-0.49814,0.69013,0.076172,0.83398,0.7098
0.736,-0.49814,0.68328,0.5957,0.33984,0.23922
0.744,-0.49814,0.67351,1.1699,-0.41992,-0.28824
0.752,-0.49814,0.65982,0.72461,-0.49805,0.20392
0.76,-0.49442,0.64418,0.0058594,-0.125,0.83529
0.768,-0.49442,0.62757,-0.20508,0.30469,0.95098
0.776,-0.49442,0.61193,-0.16406,0.60938,0.91176
0.784,-0.49442,0.59726,-0.13867,0.73438,0.88627
0.792,-0.49071,0.58456,-0.14844,0.78516,0.90196
0.8,-0.49071,0.57478,-0.13867,0.79492,0.8902
0.808,-0.49071,0.56794,-0.13477,0.79492,0.87647
0.816,-0.49071,0.56305,-0.11914,0.80469,0.86667
0.824,-0.48699,0.55914,-0.125,0.80469,0.85686
0.832,-0.48699,0.55621,-0.10352,0.81445,0.84118
0.84,-0.48699,0.55327,-0.10938,0.81445,0.85098
0.848,-0.48699,0.55132,-0.10938,0.81055,0.86078
0.856,-0.48327,0.54839,-0.10352,0.80469,0.84118
0.864,-0.48327,0.5435,-0.089844,0.81055,0.82549
0.872,-0.48327,0.53861,-0.080078,0.81055,0.81176
0.88,-0.48327,0.53177,-0.080078,0.80469,0.81569
0.888,-0.48327,0.52493,-0.083984,0.79883,0.82157
0.896,-0.48327,0.51711,-0.058594,0.80469,0.79608
0.904,-0.47955,0.50929,-0.070312,0.79883,0.81176
0.912,-0.47955,0.50049,-0.070312,0.79492,0.81176
0.92,-0.47955,0.49267,-0.074219,0.79883,0.8
0.928,-0.47955,0.48485,-0.048828,0.79883,0.7902
0.936,-0.47584,0.47703,-0.054688,0.78906,0.78627
0.944,-0.47584,0.46921,-0.048828,0.78906,0.77647
0.952,-0.47584,0.46139,-0.035156,0.78516,0.7549
0.96,-0.47212,0.45357,-0.019531,0.7793,0.74118
0.968,-0.47212,0.44673,0,0.79883,0.72549
0.976,-0.4684,0.43891,0.015625,0.79492,0.7098
0.984,-0.4684,0.43206,0.019531,0.79492,0.70588
0.992,-0.46468,0.42522,0.041016,0.79492,0.6902
1,-0.46468,0.41935,0.054688,0.79883,0.68039
1.008,-0.46097,0.41349,0.070312,0.79883,0.6902
1.016,-0.46097,0.4086,0.089844,0.79883,0.66078
1.024,-0.45725,0.40371,0.076172,0.78906,0.68627
1.032,-0.45725,0.3998,0.060547,0.7793,0.7
1.04,-0.45725,0.39687,0.044922,0.77539,0.72157
1.048,-0.45725,0.39492,0.03125,0.77539,0.74118
1.056,-0.45353,0.39101,0.0058594,0.76562,0.7549
1.064,-0.45353,0.3871,-0.025391,0.75391,0.7902
1.072,-0.45353,0.38319,-0.048828,0.75,0.81176
1.08,-0.45353,0.3783,-0.054688,0.75,0.81569
1.088,-0.45353,0.37439,-0.064453,0.74414,0.82157
1.096,-0.45353,0.37048,-0.058594,0.74414,0.81569
1.104,-0.45353,0.36559,-0.064453,0.73438,0.82157
1.112,-0.45353,0.36168,-0.058594,0.73047,0.81569
1.12,-0.45353,0.35777,-0.054688,0.73047,0.81176
1.128,-0.45353,0.35484,-0.058594,0.73047,0.81569
1.136,-0.45725,0.35191,-0.070312,0.74023,0.83137
1.144,-0.45725,0.348,-0.074219,0.74023,0.83529
1.152,-0.45725,0.34409,-0.070312,0.73438,0.83137
1.16,-0.45725,0.34018,-0.054688,0.75,0.81569
1.168,-0.45725,0.33724,-0.070312,0.75,0.83137
1.176,-0.45725,0.33333,-0.064453,0.74414,0.84118
1.184,-0.45725,0.3304,-0.074219,0.74414,0.83529
1.192,-0.46097,0.32747,-0.064453,0.74023,0.82157
1.2,-0.46097,0.32454,-0.048828,0.74414,0.81569
1.208,-0.46097,0.3216,-0.054688,0.74023,0.81569
1.216,-0.46097,0.31965,-0.048828,0.73438,0.81569
1.224,-0.46468,0.31965,-0.039062,0.73438,0.81176
1.232,-0.46468,0.32258,-0.039062,0.73438,0.81569
1.24,-0.46468,0.3304,-0.035156,0.73438,0.8
1.248,-0.46468,0.34311,-0.019531,0.73047,0.7902
1.256,-0.46097,0.36364,-0.044922,0.72461,0.81176
1.264,-0.46097,0.38905,-0.035156,0.73047,0.8
1.272,-0.46097,0.42033,-0.044922,0.71484,0.81569
1.28,-0.46097,0.45357,-0.035156,0.7207,0.80588
1.288,-0.45725,0.48583,-0.029297,0.70898,0.80588
1.296,-0.45725,0.51613,-0.035156,0.72461,0.80588
1.304,-0.45353,0.54252,-0.025391,0.73047,0.8
1.312,-0.45353,0.56305,-0.013672,0.74023,0.7902
1.32,-0.44981,0.57771,-0.013672,0.73047,0.77059
1.328,-0.44981,0.58749,0,0.74414,0.76078
1.336,-0.4461,0.59238,0.025391,0.73438,0.7451
1.344,-0.4461,0.59726,0.041016,0.73047,0.75098
1.352,-0.44238,0.60215,0.050781,0.70508,0.73529
1.36,-0.43866,0.60704,0.054688,0.69531,0.73137
1.368,-0.43494,0.6129,0.044922,0.67969,0.7451
1.376,-0.43123,0.61877,0.0058594,0.67969,0.77647
1.384,-0.42751,0.62561,-0.025391,0.68555,0.8
1.392,-0.42379,0.63343,-0.039062,0.67969,0.81569
1.4,-0.42379,0.64125,-0.058594,0.67969,0.82157
1.408,-0.42007,0.64907,-0.064453,0.68945,0.82549
1.416,-0.41636,0.65591,-0.048828,0.68555,0.8
1.424,-0.41264,0.66178,-0.064453,0.67969,0.82157
1.432,-0.40892,0.66569,-0.058594,0.69531,0.83137
1.44,-0.4052,0.66764,-0.064453,0.68945,0.82549
1.448,-0.40149,0.66862,-0.074219,0.67969,0.82157
1.456,-0.39777,0.66667,-0.089844,0.82422,0.83529
1.464,-0.39405,0.6608,0.16602,0.71484,0.61961
1.472,-0.38662,0.65298,0.86914,0.16602,0.04902
1.48,-0.3829,0.64027,1.209,-0.44922,-0.22745
1.488,-0.37918,0.62561,0.50586,-0.47852,0.46471
1.496,-0.37546,0.60997,-0.14844,0.0058594,0.94706
1.504,-0.37175,0.59335,-0.25,0.38086,0.98235
1.512,-0.36431,0.57674,-0.16016,0.63477,0.90196
