breaths ann1 [signal sample no], breaths ann2 [signal sample no]
220,219
563,530
893,947
1150,1179
1385,1380
1572,1575
2007,2013
2320,2298
2754,2773
3011,3053
3254,3248
3376,3549
3441,4053
3550,4423
4035,4797
4422,5177
4791,5510
5139,5863
5509,6243
5865,6586
6226,7009
6630,7336
6965,7698
7339,8120
7693,8505
8137,8864
8493,9307
8902,9672
9307,10078
9702,10511
10098,10796
10485,11202
10815,11659
11207,12002
11639,12398
12030,12778
12404,13121
12778,13458
13122,13859
13470,14239
13874,14635
14243,15013
14643,15372
15024,15715
15354,16111
15711,16522
16102,16897
16502,17219
16911,17615
17246,17963
17615,18354
17963,18691
18341,19064
18698,19449
19039,19761
19426,20167
19765,20473
20157,20900
20500,21291
20904,21713
21291,22061
21717,22468
22057,22793
22461,23141
22793,23521
23159,23927
23511,24276
23941,24672
24267,25094
24680,25495
25080,25880
25480,26258
25893,26627
26270,26997
26622,27350
26987,27746
27374,28142
27739,28548
28143,28965
28539,29324
28961,29735
29330,30161
29743,30541
30154,30926
30563,31348
30933,31770
31337,32182
31763,32562
32185,32910
32554,33322
32876,33758
33307,34101
34109,34460
34448,34877
34865,35267
35257,35668
35665,36053
36048,36481
36478,36887
36878,37283
37283,37687
37689,38051
38054,38474
38476,38927
38941,39355
39350,39751
39746,40194
40180,40563
40563,41038
41033,41495
41513,42034
42039,42477
42470,42820
42817,43253
43257,43590
43600,44060
44070,44424
44452,44836
44865,45224
45237,45683
45689,46111
46111,46475
46489,46897
46915,47208
47224,47646
47667,48100
48115,48480
48498,48879
48904,49270
49257,49576
49587,49972
49948,50341
50357,50742
50713,51127
51135,51586
51604,52024
52004,52415
52413,52766
52754,53152
53159,53553
53559,53954
53959,54339
54333,54756
54767,55162
55163,55584
55607,55991
56015,56400
56409,56780
56783,57197
57222,57604
57630,58031
58022,58422
58409,58849
58835,59276
59296,59577
59583,NaN
