Time [s], RESP, PLETH, II, V, AVR
0,0.24438,0.49658,0.03125,0.56471,0.8
0.008,0.24438,0.49071,0.035156,0.56471,0.8
0.016,0.24438,0.48485,0.035156,0.57059,0.8
0.024,0.24438,0.47801,0.035156,0.57451,0.8
0.032,0.24438,0.47116,0.041016,0.58039,0.8
0.04,0.24438,0.46432,0.044922,0.58431,0.8
0.048,0.24438,0.45748,0.044922,0.58431,0.8
0.056,0.24536,0.45161,0.035156,0.60588,0.80588
0.064,0.24536,0.4477,0.041016,0.6098,0.81569
0.072,0.24633,0.44379,0.0058594,0.19412,0.86078
0.08,0.24731,0.43988,-0.28906,-0.50196,1.0725
0.088,0.24829,0.43695,-0.49805,-0.50196,1.5039
0.096,0.25024,0.43304,-0.49805,-0.50196,1.5039
0.104,0.25122,0.43011,-0.49805,-0.50196,1.5039
0.112,0.25318,0.42717,-0.49805,-0.50196,1.5039
0.12,0.25415,0.42326,-0.49805,-0.14706,1.4824
0.128,0.25513,0.41935,-0.039062,0.6549,0.88039
0.136,0.25611,0.41544,0.28516,1.0157,0.62549
0.144,0.25709,0.41153,0.35938,1.0922,0.57451
0.152,0.25806,0.40762,0.375,1.102,0.56471
0.16,0.26002,0.40371,0.38086,1.1059,0.56471
0.168,0.261,0.3998,0.38477,1.102,0.56078
0.176,0.26295,0.39589,0.39062,1.102,0.56078
0.184,0.26491,0.39296,0.39062,1.102,0.56078
0.192,0.26686,0.38807,0.39062,1.102,0.56471
0.2,0.26979,0.38514,0.39062,1.102,0.56471
0.208,0.27273,0.38123,0.39062,1.102,0.56471
0.216,0.27566,0.37732,0.39062,1.102,0.56471
0.224,0.27859,0.37243,0.39453,1.1059,0.57059
0.232,0.28055,0.36755,0.39453,1.1118,0.57059
0.24,0.28348,0.36266,0.40039,1.1176,0.57059
0.248,0.28641,0.35875,0.41016,1.1314,0.56471
0.256,0.28935,0.35582,0.42578,1.1412,0.56078
0.264,0.29326,0.35386,0.43555,1.1569,0.5549
0.272,0.29619,0.35288,0.44922,1.1765,0.5451
0.28,0.3001,0.35288,0.46094,1.202,0.53922
0.288,0.30303,0.35093,0.47461,1.2314,0.53529
0.296,0.30596,0.34995,0.5,1.2667,0.52549
0.304,0.30987,0.34897,0.52539,1.3118,0.51569
0.312,0.31281,0.348,0.56055,1.3569,0.49412
0.32,0.31672,0.348,0.5957,1.4176,0.47451
0.328,0.31965,0.34604,0.64062,1.4784,0.44902
0.336,0.32356,0.34409,0.68555,1.5039,0.42549
0.344,0.32649,0.34115,0.73438,1.5039,0.4
0.352,0.3304,0.33822,0.77539,1.5039,0.38039
0.36,0.33333,0.33724,0.79883,1.5039,0.36471
0.368,0.33627,0.33627,0.81055,1.5039,0.36471
0.376,0.3392,0.33529,0.79492,1.5039,0.38039
0.384,0.34213,0.33529,0.74414,1.4373,0.41569
0.392,0.34506,0.33529,0.65039,1.2725,0.47451
0.4,0.34702,0.33529,0.53516,1.0922,0.55098
0.408,0.34897,0.33627,0.4043,0.91569,0.62549
0.416,0.35191,0.33627,0.28516,0.76078,0.7
0.424,0.35288,0.33627,0.17969,0.6451,0.75098
0.432,0.35484,0.33627,0.099609,0.57059,0.7902
0.44,0.35582,0.33627,0.054688,0.51961,0.81569
0.448,0.35679,0.33627,0.019531,0.4902,0.82549
0.456,0.35777,0.33627,0.0058594,0.47451,0.83529
0.464,0.35777,0.33627,-0.0039062,0.46471,0.84118
0.472,0.35777,0.33627,-0.013672,0.46471,0.8451
0.48,0.35679,0.33529,-0.019531,0.46471,0.8451
0.488,0.35484,0.33333,-0.019531,0.46471,0.8451
0.496,0.35386,0.33138,-0.019531,0.47451,0.8451
0.504,0.35093,0.3304,-0.013672,0.48039,0.84118
0.512,0.34897,0.3304,-0.0039062,0.48431,0.83529
0.52,0.34506,0.3304,0,0.49412,0.83137
0.528,0.34213,0.3304,0.015625,0.50588,0.82549
0.536,0.3392,0.32942,0.019531,0.51569,0.82157
0.544,0.33627,0.32942,0.035156,0.52549,0.81176
0.552,0.33333,0.32845,0.044922,0.52941,0.80588
0.56,0.3304,0.32845,0.050781,0.53922,0.8
0.568,0.32747,0.32845,0.060547,0.5451,0.79608
0.576,0.32356,0.32845,0.060547,0.55098,0.79608
0.584,0.32063,0.32845,0.060547,0.5549,0.79608
0.592,0.31672,0.32845,0.060547,0.56078,0.79608
0.6,0.31281,0.3304,0.060547,0.56078,0.79608
