Time [s], RESP, PLETH, II, V, AVR
0,0.11828,0.62366,0.55049,0.88867,0.72157
0.008,0.1173,0.62952,0.53941,0.88867,0.72549
0.016,0.1173,0.63539,0.54557,0.88867,0.72549
0.024,0.1173,0.64027,0.53448,0.89453,0.73529
0.032,0.1173,0.64418,0.53448,0.88867,0.73529
0.04,0.11828,0.64809,0.54557,0.89453,0.72549
0.048,0.11926,0.65103,0.53448,0.89453,0.73529
0.056,0.12121,0.65396,0.5197,0.91992,0.7549
0.064,0.12317,0.65494,0.46059,1.0449,0.83137
0.072,0.12512,0.65591,0.4101,0.92383,0.90588
0.08,0.12708,0.65494,0.50493,0.65039,0.91176
0.088,0.13001,0.65494,0.62438,0.41602,0.83137
0.096,0.13294,0.65396,0.49015,0.41016,0.84118
0.104,0.13587,0.652,0.64039,0.61523,0.64118
0.112,0.13978,0.65005,0.68473,0.77539,0.5902
0.12,0.1437,0.64809,0.58498,0.88867,0.66078
0.128,0.14761,0.64516,0.53941,0.92969,0.69608
0.136,0.15152,0.64125,0.53448,0.94531,0.7
0.144,0.15445,0.63734,0.53941,0.94531,0.7
0.152,0.15836,0.63245,0.53941,0.94531,0.7
0.16,0.16129,0.62757,0.53941,0.94531,0.7
0.168,0.1652,0.6217,0.54557,0.94531,0.7
0.176,0.16813,0.61584,0.53448,0.94531,0.70588
0.184,0.17204,0.61095,0.54557,0.94531,0.6902
0.192,0.17595,0.60606,0.55049,0.94531,0.68627
0.2,0.17986,0.60215,0.53941,0.94531,0.7
0.208,0.18475,0.59824,0.53941,0.94531,0.7
0.216,0.18964,0.59433,0.54557,0.94531,0.7
0.224,0.1955,0.59042,0.55049,0.94531,0.69608
0.232,0.20039,0.58651,0.55542,0.94922,0.6902
0.24,0.20528,0.5826,0.55049,0.95508,0.7
0.248,0.21017,0.57967,0.56527,0.95508,0.6902
0.256,0.21505,0.57674,0.5702,0.94922,0.68627
0.264,0.21896,0.5738,0.5702,0.95508,0.6902
0.272,0.22385,0.57087,0.57512,0.95898,0.68039
0.28,0.22874,0.56891,0.59483,0.96484,0.67647
0.288,0.2346,0.56598,0.59483,0.96484,0.67647
0.296,0.23949,0.56403,0.59483,0.96875,0.68627
0.304,0.24438,0.56109,0.59483,0.96875,0.6902
0.312,0.24927,0.55914,0.59483,0.96875,0.6902
0.32,0.25318,0.55718,0.59483,0.97461,0.7
0.328,0.25709,0.55425,0.59483,0.98047,0.7
0.336,0.261,0.5523,0.59483,0.96875,0.71569
0.344,0.26491,0.55034,0.5899,0.96875,0.72157
0.352,0.26784,0.54839,0.5899,0.95898,0.72157
0.36,0.27077,0.54741,0.56527,0.94922,0.7451
0.368,0.27273,0.54545,0.55542,0.94531,0.74118
0.376,0.27468,0.5435,0.53941,0.93555,0.77059
0.384,0.27566,0.54252,0.52463,0.92969,0.77647
0.392,0.27664,0.54057,0.51478,0.92383,0.78039
0.4,0.27664,0.53861,0.49507,0.91016,0.79608
0.408,0.27761,0.53666,0.49507,0.9043,0.79608
0.416,0.27664,0.5347,0.48522,0.91406,0.7902
0.424,0.27566,0.53372,0.49015,0.90039,0.79608
0.432,0.2737,0.53079,0.4803,0.90039,0.79608
0.44,0.27077,0.52884,0.48522,0.90039,0.78039
0.448,0.26686,0.5259,0.51478,0.90039,0.76667
0.456,0.26295,0.52297,0.50985,0.9043,0.77059
0.464,0.25904,0.52199,0.5197,0.91016,0.7451
0.472,0.25611,0.52004,0.52463,0.91406,0.74118
0.48,0.25318,0.51808,0.52463,0.91992,0.73529
0.488,0.25122,0.51711,0.52463,0.91406,0.73529
0.496,0.24927,0.51515,0.52463,0.92383,0.73137
0.504,0.24731,0.51417,0.55049,0.92383,0.71569
0.512,0.24633,0.51222,0.55049,0.92383,0.7098
0.52,0.24536,0.50929,0.56034,0.92383,0.70588
0.528,0.24633,0.50733,0.55542,0.92383,0.70588
0.536,0.24731,0.5044,0.55542,0.93555,0.7098
0.544,0.25024,0.50244,0.56034,0.92969,0.7
0.552,0.25318,0.50049,0.56527,0.92969,0.7098
0.56,0.25806,0.49853,0.55049,0.92383,0.72157
0.568,0.26295,0.49853,0.57512,0.92383,0.7
0.576,0.26979,0.49853,0.59483,0.92383,0.6902
0.584,0.27566,0.50049,0.61946,0.92383,0.68039
0.592,0.28641,0.5044,0.63547,0.88867,0.67647
0.6,0.29619,0.51124,0.63054,0.87891,0.6902
0.608,0.30987,0.51906,0.64039,0.87891,0.6902
0.616,0.32258,0.52884,0.61453,0.88477,0.7
0.624,0.33724,0.53959,0.60961,0.88867,0.7
0.632,0.35191,0.55034,0.61946,0.88867,0.6902
0.64,0.36755,0.56207,0.58498,0.90039,0.7098
0.648,0.38319,0.57283,0.55049,0.91992,0.72157
0.656,0.40469,0.58358,0.54557,0.91992,0.71569
0.664,0.42522,0.59335,0.55049,0.92383,0.71569
0.672,0.45161,0.60215,0.54557,0.92383,0.72157
0.68,0.47801,0.60899,0.55049,0.92383,0.72157
0.688,0.50929,0.61486,0.55049,0.92969,0.7098
0.696,0.54057,0.62072,0.52463,0.92383,0.73529
0.704,0.57478,0.62561,0.52463,0.92383,0.73529
0.712,0.60997,0.6305,0.53941,0.92383,0.72549
