Time [s], RESP, PLETH, II, V, AVR
0,-0.08802,0.60508,0.015625,0.73529,0.86523
0.008,-0.085575,0.60117,0.025391,0.74118,0.85547
0.016,-0.08313,0.59629,0.050781,0.7451,0.83984
0.024,-0.080685,0.59042,0.080078,0.7549,0.81445
0.032,-0.07824,0.58358,0.099609,0.76078,0.79883
0.04,-0.075795,0.57576,0.13477,0.77059,0.7793
0.048,-0.07335,0.56794,0.15625,0.78039,0.76562
0.056,-0.06846,0.55914,0.18945,0.78039,0.74414
0.064,-0.066015,0.55132,0.21094,0.7902,0.73047
0.072,-0.061125,0.5435,0.23047,0.7902,0.72461
0.08,-0.05868,0.5347,0.23047,0.78039,0.7207
0.088,-0.056235,0.52493,0.23438,0.77059,0.72461
0.096,-0.051345,0.51613,0.21484,0.7549,0.73047
0.104,-0.0489,0.50733,0.18945,0.73529,0.74414
0.112,-0.046455,0.49853,0.16992,0.71569,0.76562
0.12,-0.04401,0.48974,0.14062,0.69608,0.78906
0.128,-0.03912,0.48192,0.099609,0.68039,0.82031
0.136,-0.036675,0.4741,0.064453,0.66471,0.83984
0.144,-0.03423,0.46628,0.025391,0.6549,0.86523
0.152,-0.03423,0.45846,-0.0039062,0.65098,0.88477
0.16,-0.031785,0.45259,-0.013672,0.6451,0.89453
0.168,-0.02934,0.44673,-0.029297,0.65098,0.90039
0.176,-0.02934,0.44086,-0.044922,0.6549,0.91016
0.184,-0.02934,0.435,-0.054688,0.66078,0.91016
0.192,-0.02934,0.42913,-0.058594,0.66471,0.91016
0.2,-0.031785,0.42424,-0.064453,0.67059,0.91992
0.208,-0.03423,0.41838,-0.058594,0.66471,0.91992
0.216,-0.03912,0.41349,-0.070312,0.67647,0.91406
0.224,-0.041565,0.40958,-0.070312,0.68039,0.91406
0.232,-0.0489,0.40469,-0.074219,0.68627,0.92969
0.24,-0.05379,0.40078,-0.074219,0.6902,0.92969
0.248,-0.05868,0.39687,-0.070312,0.6902,0.91992
0.256,-0.06357,0.39394,-0.074219,0.6902,0.92383
0.264,-0.06846,0.39198,-0.074219,0.6902,0.92383
0.272,-0.070905,0.39003,-0.054688,0.68627,0.91016
0.28,-0.075795,0.38807,-0.044922,0.69608,0.9043
0.288,-0.080685,0.38514,-0.0097656,0.6902,0.87891
0.296,-0.085575,0.38319,0,0.7,0.86914
0.304,-0.090465,0.38025,0.019531,0.7,0.85938
0.312,-0.09291,0.3783,0.041016,0.70588,0.84961
0.32,-0.0978,0.37537,0.064453,0.6902,0.83984
0.328,-0.10024,0.37341,0.085938,0.67647,0.83008
0.336,-0.10269,0.37146,0.095703,0.67647,0.81445
0.344,-0.10513,0.3695,0.11133,0.67647,0.79883
0.352,-0.10513,0.36852,0.089844,0.68627,0.81055
0.36,-0.10758,0.36755,0.054688,0.68627,0.83398
0.368,-0.10758,0.36755,0.015625,0.68039,0.85547
0.376,-0.10758,0.36755,-0.039062,0.68039,0.88867
0.384,-0.10758,0.36755,-0.074219,0.68627,0.91016
0.392,-0.10758,0.3695,-0.080078,0.68039,0.91016
0.4,-0.10513,0.37341,-0.074219,0.67647,0.91016
0.408,-0.10513,0.3783,-0.070312,0.67059,0.91016
0.416,-0.10513,0.38612,-0.074219,0.68039,0.91016
0.424,-0.10269,0.39589,-0.080078,0.68627,0.91016
0.432,-0.10269,0.40762,-0.048828,0.71569,0.88867
0.44,-0.10024,0.42131,0.095703,0.61569,0.82031
0.448,-0.0978,0.43597,0.39062,0.4098,0.66992
0.456,-0.095355,0.45161,0.7207,0.38039,0.43945
0.464,-0.09291,0.4653,0.78516,0.53922,0.35938
0.472,-0.090465,0.47898,0.44531,0.62941,0.55078
0.48,-0.08802,0.49365,0.11523,0.68039,0.76953
0.488,-0.085575,0.50831,-0.025391,0.64118,0.87891
0.496,-0.08313,0.52297,-0.070312,0.67647,0.91016
0.504,-0.080685,0.53666,-0.074219,0.7,0.91016
0.512,-0.07824,0.54936,-0.09375,0.7098,0.91016
0.52,-0.075795,0.56109,-0.083984,0.71569,0.90039
0.528,-0.07335,0.57185,-0.080078,0.71569,0.9043
0.536,-0.070905,0.58162,-0.083984,0.72157,0.9043
0.544,-0.06846,0.58944,-0.083984,0.72157,0.90039
0.552,-0.066015,0.59629,-0.074219,0.71569,0.89453
0.56,-0.06357,0.60215,-0.064453,0.72157,0.88867
0.568,-0.061125,0.60508,-0.048828,0.7098,0.88477
0.576,-0.05868,0.60802,-0.054688,0.7098,0.88867
0.584,-0.05868,0.61095,-0.058594,0.71569,0.88477
0.592,-0.056235,0.61193,-0.035156,0.7098,0.875
0.6,-0.056235,0.61193,-0.035156,0.7098,0.875
0.608,-0.05379,0.61095,-0.025391,0.71569,0.86914
0.616,-0.05379,0.60899,-0.019531,0.71569,0.86523
0.624,-0.051345,0.60606,-0.0039062,0.71569,0.86523
0.632,-0.0489,0.60215,0.0058594,0.73137,0.84961
0.64,-0.046455,0.59726,0.03125,0.73137,0.83984
0.648,-0.046455,0.61779,0.044922,0.73529,0.83008
0.656,-0.04401,0.65103,0.064453,0.74118,0.81445
0.664,-0.041565,0.66178,0.095703,0.76078,0.79492
0.672,-0.03912,0.6608,0.13086,0.76078,0.77539
0.68,-0.03912,0.65298,0.14453,0.77059,0.75977
0.688,-0.036675,0.64125,0.16602,0.78039,0.74414
0.696,-0.031785,0.62757,0.18945,0.78039,0.72461
0.704,-0.02934,0.6129,0.21094,0.78627,0.7207
0.712,-0.02445,0.59824,0.2207,0.77647,0.71484
0.72,-0.022005,0.5826,0.21094,0.76078,0.7207
0.728,-0.017115,0.56696,0.21484,0.73529,0.72461
0.736,-0.01467,0.55132,0.18945,0.73137,0.74414
0.744,-0.012225,0.53568,0.15625,0.71569,0.76562
0.752,-0.007335,0.52102,0.12109,0.7,0.78906
0.76,-0.00489,0.50831,0.099609,0.68627,0.81055
0.768,0,0.49658,0.070312,0.66471,0.83008
0.776,0.002445,0.48485,0.035156,0.66078,0.84961
0.784,0.007335,0.47214,0.0058594,0.65098,0.86914
0.792,0.00978,0.46041,-0.019531,0.6451,0.88867
0.8,0.012225,0.44966,-0.029297,0.65098,0.90039
0.808,0.01467,0.44086,-0.044922,0.6549,0.9043
0.816,0.017115,0.43109,-0.064453,0.66078,0.91016
0.824,0.017115,0.42229,-0.074219,0.66471,0.91016
0.832,0.01956,0.41349,-0.058594,0.66471,0.91016
0.84,0.01956,0.40469,-0.058594,0.66471,0.91016
0.848,0.01956,0.39687,-0.074219,0.66471,0.91406
0.856,0.017115,0.38807,-0.080078,0.67059,0.91992
0.864,0.017115,0.38221,-0.074219,0.67647,0.91016
0.872,0.017115,0.37732,-0.074219,0.67059,0.91406
0.88,0.01467,0.37146,-0.074219,0.67647,0.91992
0.888,0.012225,0.36559,-0.080078,0.68039,0.91406
0.896,0.012225,0.3607,-0.074219,0.68627,0.91406
0.904,0.00978,0.35582,-0.064453,0.68627,0.9043
0.912,0.007335,0.35191,-0.064453,0.68627,0.9043
0.92,0.007335,0.34702,-0.044922,0.68039,0.89453
0.928,0.00489,0.34213,-0.019531,0.6902,0.87891
0.936,0.002445,0.33822,-0.0039062,0.69608,0.86523
0.944,0,0.33431,0.0097656,0.7,0.85938
0.952,-0.002445,0.33236,0.050781,0.6902,0.83984
0.96,-0.002445,0.3304,0.064453,0.68039,0.83008
0.968,-0.00489,0.3304,0.060547,0.68039,0.82031
0.976,-0.00489,0.32942,0.11133,0.67059,0.79492
0.984,-0.007335,0.32845,0.076172,0.6902,0.81055
0.992,-0.007335,0.32747,0.041016,0.68039,0.83008
1,-0.00489,0.32551,0.0097656,0.67647,0.84961
1.008,-0.00489,0.32551,-0.035156,0.66471,0.88477
1.016,-0.002445,0.32649,-0.074219,0.66471,0.91016
1.024,0,0.32942,-0.09375,0.66471,0.91992
1.032,0.002445,0.33529,-0.10352,0.66471,0.92969
1.04,0.00489,0.34409,-0.099609,0.66471,0.92383
1.048,0.007335,0.35679,-0.099609,0.66471,0.92969
1.056,0.00978,0.37048,-0.09375,0.66471,0.91992
1.064,0.012225,0.3871,-0.09375,0.68627,0.91016
1.072,0.01467,0.40665,-0.019531,0.7098,0.875
1.08,0.017115,0.43011,0.2207,0.47451,0.76953
1.088,0.01956,0.4565,0.55078,0.37059,0.56055
1.096,0.022005,0.48387,0.72461,0.5,0.4043
1.104,0.02445,0.51124,0.58398,0.57451,0.4707
1.112,0.02934,0.53861,0.18945,0.66471,0.70898
1.12,0.031785,0.565,-0.013672,0.62941,0.875
1.128,0.03423,0.5914,-0.09375,0.6451,0.92969
1.136,0.036675,0.61584,-0.13477,0.68039,0.94531
1.144,0.041565,0.6393,-0.11914,0.6902,0.93555
1.152,0.04401,0.65982,-0.11523,0.69608,0.92969
1.16,0.046455,0.67644,-0.125,0.69608,0.93555
1.168,0.0489,0.68915,-0.11914,0.7,0.93555
1.176,0.05379,0.70088,-0.11914,0.6902,0.93555
1.184,0.056235,0.71163,-0.11523,0.6902,0.92969
1.192,0.05868,0.72043,-0.09375,0.6902,0.91406
1.2,0.061125,0.72727,-0.09375,0.6902,0.91406
1.208,0.06357,0.73118,-0.080078,0.6902,0.91016
1.216,0.066015,0.73412,-0.074219,0.69608,0.91016
1.224,0.066015,0.73509,-0.074219,0.69608,0.9043
1.232,0.06846,0.73509,-0.080078,0.6902,0.90039
1.24,0.070905,0.73216,-0.054688,0.69608,0.89453
1.248,0.07335,0.72825,-0.054688,0.70588,0.89453
1.256,0.07335,0.72239,-0.044922,0.70588,0.88867
1.264,0.075795,0.71554,-0.029297,0.71569,0.88867
1.272,0.07824,0.70674,-0.013672,0.72549,0.86914
1.28,0.080685,0.69599,-0.0039062,0.73529,0.86523
1.288,0.080685,0.68524,0.015625,0.73529,0.84375
1.296,0.08313,0.67253,0.041016,0.7451,0.83008
1.304,0.085575,0.65885,0.080078,0.76078,0.80469
1.312,0.08802,0.64418,0.099609,0.77059,0.78906
1.32,0.08802,0.62952,0.14062,0.77647,0.76562
1.328,0.090465,0.61486,0.16016,0.78039,0.75
1.336,0.09291,0.59922,0.17578,0.78627,0.74023
1.344,0.095355,0.58456,0.19531,0.78039,0.72461
1.352,0.0978,0.56989,0.20508,0.76667,0.72461
1.36,0.10024,0.55621,0.18945,0.7549,0.73438
1.368,0.10269,0.5435,0.16992,0.73137,0.75
1.376,0.10513,0.52981,0.16016,0.7098,0.75977
1.384,0.10758,0.51613,0.12109,0.6902,0.78906
1.392,0.11002,0.50147,0.085938,0.66471,0.81445
1.4,0.11247,0.48876,0.044922,0.65098,0.83984
1.408,0.11491,0.47507,0.025391,0.63529,0.85938
1.416,0.11736,0.46237,-0.0097656,0.64118,0.88477
1.424,0.1198,0.45064,-0.025391,0.61961,0.88867
1.432,0.12225,0.43988,-0.054688,0.62549,0.91016
1.44,0.12225,0.43011,-0.064453,0.62549,0.91406
1.448,0.12469,0.42033,-0.080078,0.63529,0.91016
1.456,0.12469,0.41251,-0.080078,0.64118,0.91992
1.464,0.12469,0.40665,-0.09375,0.64118,0.92969
1.472,0.12469,0.3998,-0.083984,0.64118,0.91992
1.48,0.12225,0.39296,-0.09375,0.64118,0.92969
1.488,0.1198,0.38514,-0.089844,0.64118,0.92383
1.496,0.11736,0.3783,-0.09375,0.6451,0.92969
1.504,0.11491,0.37243,-0.09375,0.65098,0.92383
1.512,0.11002,0.36657,-0.10938,0.66471,0.93555
1.52,0.10513,0.3607,-0.080078,0.6549,0.91992
1.528,0.10269,0.35582,-0.074219,0.6549,0.91406
1.536,0.0978,0.35191,-0.089844,0.66471,0.91406
1.544,0.095355,0.34702,-0.083984,0.66471,0.91992
1.552,0.090465,0.34409,-0.074219,0.67647,0.91016
1.56,0.08802,0.34115,-0.048828,0.67059,0.90039
1.568,0.08313,0.3392,-0.019531,0.68039,0.87891
1.576,0.080685,0.33724,-0.013672,0.6902,0.86914
1.584,0.075795,0.33431,0.015625,0.68627,0.85547
1.592,0.07335,0.33138,0.041016,0.67647,0.83984
1.6,0.070905,0.32845,0.044922,0.66471,0.83984
1.608,0.06846,0.32649,0.070312,0.66078,0.82422
1.616,0.06846,0.32454,0.080078,0.66471,0.80469
1.624,0.066015,0.32258,0.070312,0.66471,0.80469
1.632,0.066015,0.32258,0.035156,0.66471,0.82422
1.64,0.06357,0.32258,0,0.66471,0.85547
1.648,0.06357,0.32356,-0.058594,0.66078,0.88867
1.656,0.066015,0.32649,-0.080078,0.66471,0.91016
1.664,0.066015,0.33138,-0.099609,0.6549,0.91992
1.672,0.066015,0.33724,-0.10938,0.65098,0.92969
1.68,0.06846,0.34702,-0.11914,0.6549,0.93555
1.688,0.070905,0.35973,-0.10938,0.6549,0.92383
1.696,0.07335,0.37634,-0.11523,0.6549,0.92969
1.704,0.07335,0.39589,-0.099609,0.67647,0.91992
1.712,0.075795,0.41838,-0.0097656,0.7,0.86914
1.72,0.07824,0.44379,0.23047,0.4549,0.75
1.728,0.080685,0.47116,0.53516,0.38039,0.56055
1.736,0.085575,0.49853,0.69922,0.51569,0.4043
1.744,0.08802,0.5259,0.53906,0.57451,0.49414
1.752,0.09291,0.5523,0.15039,0.6451,0.74414
1.76,0.095355,0.57478,-0.044922,0.6098,0.90039
1.768,0.0978,0.59433,-0.11523,0.6451,0.93555
1.776,0.10269,0.61388,-0.13477,0.67059,0.94922
1.784,0.10513,0.63441,-0.12891,0.68627,0.93945
1.792,0.10758,0.652,-0.12891,0.6902,0.93555
1.8,0.11247,0.66862,-0.13477,0.6902,0.93945
1.808,0.11491,0.68328,-0.11914,0.6902,0.93555
1.816,0.1198,0.69599,-0.11914,0.6902,0.93555
1.824,0.12225,0.70772,-0.11914,0.6902,0.92969
1.832,0.12469,0.71652,-0.125,0.6902,0.93555
1.84,0.12714,0.72336,-0.11523,0.6902,0.92383
1.848,0.12958,0.72825,-0.09375,0.68039,0.91992
1.856,0.13203,0.73021,-0.09375,0.68627,0.91406
1.864,0.13447,0.72923,-0.09375,0.6902,0.91992
1.872,0.13692,0.7263,-0.080078,0.6902,0.91016
1.88,0.13936,0.72141,-0.074219,0.6902,0.9043
1.888,0.14181,0.71554,-0.070312,0.6902,0.90039
1.896,0.14425,0.70772,-0.058594,0.69608,0.89453
1.904,0.14425,0.69697,-0.039062,0.69608,0.87891
1.912,0.1467,0.68622,-0.025391,0.70588,0.875
1.92,0.14914,0.67449,-0.0097656,0.7,0.86523
1.928,0.15159,0.66276,0,0.71569,0.84961
1.936,0.15159,0.65005,0.035156,0.73137,0.83008
1.944,0.15403,0.63636,0.064453,0.74118,0.81055
1.952,0.15892,0.62268,0.095703,0.7451,0.78906
1.96,0.16137,0.60899,0.11523,0.7549,0.77539
1.968,0.16381,0.59629,0.14062,0.76078,0.75977
1.976,0.1687,0.58065,0.16016,0.76078,0.74414
1.984,0.17359,0.565,0.15625,0.76078,0.75
1.992,0.17848,0.55034,0.16992,0.74118,0.74414
2,0.18093,0.5347,0.16016,0.73529,0.75
2.008,0.18582,0.52004,0.15039,0.7098,0.76562
2.016,0.18826,0.50635,0.12109,0.69608,0.78906
2.024,0.19315,0.49365,0.11133,0.66471,0.79492
2.032,0.1956,0.47996,0.076172,0.65098,0.82031
2.04,0.19804,0.46725,0.044922,0.62941,0.84375
2.048,0.20049,0.45552,0.015625,0.61961,0.86523
2.056,0.20049,0.44673,-0.0097656,0.61569,0.88477
2.064,0.20293,0.43793,-0.044922,0.61569,0.90039
2.072,0.20293,0.43011,-0.058594,0.61569,0.91016
2.08,0.20293,0.42131,-0.080078,0.61569,0.92383
2.088,0.20293,0.41251,-0.089844,0.61961,0.93555
2.096,0.20293,0.40469,-0.09375,0.62549,0.93555
2.104,0.20049,0.39589,-0.099609,0.63529,0.93555
2.112,0.20049,0.38807,-0.09375,0.64118,0.93555
2.12,0.1956,0.38025,-0.11523,0.64118,0.93555
2.128,0.19315,0.37243,-0.10352,0.6451,0.93555
2.136,0.18826,0.36657,-0.099609,0.6451,0.92969
2.144,0.18582,0.36168,-0.099609,0.65098,0.92969
2.152,0.18093,0.35679,-0.09375,0.6549,0.92383
2.16,0.17604,0.35288,-0.09375,0.6549,0.92969
2.168,0.17115,0.34995,-0.09375,0.6549,0.92383
2.176,0.16626,0.34702,-0.083984,0.65098,0.91992
2.184,0.16137,0.34311,-0.089844,0.6549,0.92383
2.192,0.15648,0.34018,-0.080078,0.66078,0.91016
2.2,0.15159,0.33627,-0.064453,0.66471,0.9043
2.208,0.1467,0.33333,-0.044922,0.66078,0.88867
2.216,0.14181,0.3304,-0.025391,0.66471,0.875
2.224,0.13692,0.32747,0,0.66471,0.85938
2.232,0.13447,0.32454,0.03125,0.66471,0.83984
2.24,0.12958,0.3216,0.044922,0.65098,0.83398
2.248,0.12714,0.31867,0.050781,0.65098,0.83008
2.256,0.12469,0.31769,0.070312,0.6549,0.81445
2.264,0.12225,0.31769,0.060547,0.66078,0.81445
2.272,0.1198,0.31672,0.025391,0.66078,0.83398
2.28,0.11736,0.31574,-0.0097656,0.6451,0.86523
2.288,0.11736,0.31672,-0.054688,0.64118,0.89453
2.296,0.11736,0.31965,-0.099609,0.6451,0.92383
2.304,0.11736,0.32454,-0.125,0.65098,0.93555
2.312,0.11736,0.33236,-0.11523,0.64118,0.93555
2.32,0.1198,0.34311,-0.11523,0.64118,0.93555
2.328,0.1198,0.35777,-0.11914,0.65098,0.93945
2.336,0.12225,0.37537,-0.11914,0.65098,0.92969
2.344,0.12225,0.39687,-0.10938,0.67059,0.92383
2.352,0.12469,0.42033,-0.054688,0.7,0.87891
2.36,0.12469,0.44184,0.16602,0.4902,0.78516
2.368,0.12714,0.46334,0.49414,0.35882,0.58398
2.376,0.12714,0.48778,0.70508,0.46471,0.41602
2.384,0.12958,0.51222,0.57422,0.53922,0.41016
2.392,0.12958,0.53763,0.17969,0.62941,0.7207
2.4,0.13203,0.56207,-0.025391,0.6,0.87891
2.408,0.13203,0.58553,-0.11914,0.62549,0.94531
2.416,0.13447,0.60802,-0.14453,0.6549,0.95508
2.424,0.13447,0.62854,-0.13867,0.67059,0.93945
2.432,0.13692,0.64614,-0.1543,0.68039,0.95508
2.44,0.13692,0.66178,-0.14844,0.68039,0.94922
2.448,0.13936,0.67546,-0.13867,0.68627,0.94531
2.456,0.13936,0.68426,-0.13867,0.6902,0.93945
2.464,0.13936,0.6911,-0.13867,0.6902,0.93945
2.472,0.13936,0.69795,-0.14453,0.6902,0.93945
2.48,0.13936,0.70283,-0.125,0.6902,0.93555
2.488,0.13936,0.70674,-0.11914,0.6902,0.92969
2.496,0.13936,0.70772,-0.11523,0.68627,0.92969
2.504,0.13936,0.70772,-0.10938,0.68627,0.92969
2.512,0.13936,0.70479,-0.099609,0.68039,0.92383
2.52,0.13936,0.69892,-0.10352,0.6902,0.91992
2.528,0.13936,0.69208,-0.089844,0.6902,0.91016
2.536,0.13936,0.68426,-0.074219,0.6902,0.9043
2.544,0.13936,0.67449,-0.058594,0.69608,0.90039
2.552,0.13936,0.66373,-0.048828,0.7,0.88867
2.56,0.13936,0.65298,-0.029297,0.7098,0.87891
2.568,0.13936,0.64223,-0.019531,0.7098,0.86914
2.576,0.13936,0.62952,0.0058594,0.72157,0.84961
2.584,0.13936,0.61681,0.041016,0.72549,0.83398
2.592,0.14181,0.60313,0.070312,0.73529,0.80469
2.6,0.14425,0.58847,0.095703,0.74118,0.78516
2.608,0.1467,0.57478,0.11523,0.75098,0.76953
2.616,0.14914,0.56109,0.14062,0.7549,0.75977
2.624,0.15403,0.54643,0.14453,0.7451,0.75391
2.632,0.15648,0.53275,0.14062,0.73529,0.75977
2.64,0.16137,0.51808,0.15039,0.72157,0.75977
2.648,0.16381,0.50342,0.13477,0.7,0.76953
2.656,0.16626,0.49169,0.11133,0.68627,0.78906
2.664,0.1687,0.47996,0.085938,0.66471,0.81055
2.672,0.17359,0.46823,0.064453,0.64118,0.83008
2.68,0.17604,0.4565,0.03125,0.62549,0.84961
2.688,0.17848,0.44477,0.0058594,0.61569,0.86523
2.696,0.17848,0.42229,-0.013672,0.6,0.88477
2.704,0.18093,0.39492,-0.035156,0.59608,0.89453
2.712,0.18337,0.37634,-0.054688,0.6,0.91016
2.72,0.18337,0.36168,-0.064453,0.60588,0.91406
2.728,0.18337,0.34897,-0.074219,0.60588,0.91992
2.736,0.18582,0.33822,-0.09375,0.61569,0.92969
2.744,0.18337,0.32845,-0.09375,0.61569,0.93555
2.752,0.18337,0.32063,-0.09375,0.61961,0.93555
2.76,0.18093,0.31574,-0.10352,0.61961,0.93555
2.768,0.17848,0.30987,-0.099609,0.62549,0.93555
2.776,0.17604,0.30499,-0.10938,0.64118,0.93555
2.784,0.17359,0.29912,-0.11523,0.64118,0.93945
2.792,0.1687,0.29326,-0.080078,0.64118,0.91016
2.8,0.16626,0.28739,-0.074219,0.64118,0.91016
2.808,0.16137,0.28152,-0.080078,0.6451,0.91016
2.816,0.15648,0.27566,-0.089844,0.64118,0.91406
2.824,0.15159,0.27077,-0.074219,0.64118,0.91016
2.832,0.1467,0.26588,-0.074219,0.6451,0.91016
2.84,0.14181,0.26197,-0.070312,0.65098,0.9043
2.848,0.13692,0.26002,-0.044922,0.6549,0.88867
2.856,0.13203,0.25904,-0.019531,0.6549,0.875
2.864,0.12714,0.25904,-0.019531,0.66471,0.875
2.872,0.12225,0.25806,0.0058594,0.66471,0.85938
2.88,0.1198,0.25709,0.03125,0.65098,0.84375
2.888,0.11491,0.25611,0.076172,0.63529,0.82031
2.896,0.11247,0.25415,0.11133,0.62549,0.79492
2.904,0.10758,0.25122,0.11523,0.63529,0.78906
2.912,0.10513,0.24927,0.060547,0.64118,0.81055
2.92,0.10024,0.24829,0.015625,0.63529,0.84375
2.928,0.095355,0.24829,-0.035156,0.64118,0.87891
2.936,0.08802,0.25122,-0.083984,0.62549,0.91406
2.944,0.08313,0.25611,-0.10938,0.61961,0.92969
2.952,0.075795,0.26393,-0.11914,0.61961,0.93945
2.96,0.070905,0.27273,-0.125,0.62549,0.93555
2.968,0.06357,0.28641,-0.125,0.62941,0.93945
2.976,0.056235,0.30303,-0.11914,0.61569,0.93555
2.984,0.0489,0.32551,-0.09375,0.62549,0.92383
2.992,0.04401,0.35093,-0.044922,0.68039,0.87891
3,0.03423,0.37928,0.13086,0.5549,0.79492
3.008,0.02445,0.40958,0.41602,0.38431,0.64453
3.016,0.012225,0.44086,0.7207,0.3549,0.43555
3.024,0,0.47116,0.74414,0.46078,0.40039
3.032,-0.012225,0.50147,0.31055,0.5549,0.64453
3.04,-0.02445,0.53079,0.019531,0.58039,0.85547
3.048,-0.036675,0.55914,-0.089844,0.57059,0.93945
3.056,-0.0489,0.58065,-0.12891,0.62941,0.95898
3.064,-0.06357,0.59922,-0.14844,0.6549,0.95898
3.072,-0.07824,0.61681,-0.14844,0.66078,0.95898
3.08,-0.095355,0.63441,-0.14453,0.6549,0.95508
3.088,-0.11247,0.65005,-0.16016,0.66471,0.95898
3.096,-0.12714,0.66276,-0.14844,0.66078,0.95508
3.104,-0.14425,0.67351,-0.16406,0.66471,0.95898
3.112,-0.16137,0.68133,-0.14453,0.6549,0.94922
3.12,-0.17604,0.68622,-0.11914,0.6549,0.93555
3.128,-0.18826,0.68915,-0.125,0.66078,0.93555
3.136,-0.20293,0.68915,-0.14844,0.67647,0.94922
3.144,-0.21271,0.68817,-0.13867,0.67059,0.94531
3.152,-0.22494,0.68524,-0.10352,0.66471,0.91992
3.16,-0.23227,0.68035,-0.083984,0.66471,0.91016
3.168,-0.24205,0.67449,-0.074219,0.66471,0.9043
3.176,-0.24694,0.66667,-0.064453,0.66471,0.90039
3.184,-0.25428,0.65787,-0.070312,0.67647,0.88867
3.192,-0.25672,0.64614,-0.054688,0.67647,0.88867
3.2,-0.26161,0.63343,-0.048828,0.68627,0.88477
3.208,-0.26406,0.61877,-0.013672,0.6902,0.86523
3.216,-0.26406,0.60411,0.015625,0.6902,0.83984
3.224,-0.26406,0.58749,0.044922,0.68627,0.83008
3.232,-0.26406,0.57087,0.064453,0.7098,0.81445
3.24,-0.26161,0.55425,0.089844,0.7098,0.79492
3.248,-0.26161,0.53666,0.12109,0.7098,0.7793
3.256,-0.25672,0.52102,0.15039,0.7098,0.75977
3.264,-0.25428,0.50635,0.16016,0.7098,0.75391
3.272,-0.24939,0.48974,0.16016,0.7098,0.75
3.28,-0.2445,0.47214,0.16992,0.6902,0.74414
3.288,-0.23961,0.45455,0.14062,0.68039,0.76562
3.296,-0.23472,0.43793,0.11523,0.66078,0.79492
3.304,-0.23227,0.42131,0.11133,0.63529,0.80469
3.312,-0.22738,0.40567,0.089844,0.61569,0.81445
3.32,-0.22494,0.39101,0.041016,0.61569,0.84375
3.328,-0.22249,0.37634,-0.019531,0.60588,0.88477
3.336,-0.22005,0.36266,-0.029297,0.59608,0.89453
3.344,-0.22005,0.34995,-0.019531,0.57059,0.89453
3.352,-0.22005,0.34018,-0.058594,0.5902,0.91406
3.36,-0.22005,0.33138,-0.09375,0.6,0.93555
3.368,-0.22249,0.32258,-0.10938,0.60588,0.93555
3.376,-0.22494,0.31378,-0.11523,0.60588,0.94531
3.384,-0.22738,0.30499,-0.11523,0.6098,0.94531
3.392,-0.23227,0.29521,-0.11914,0.61569,0.94922
3.4,-0.23961,0.28641,-0.1543,0.62549,0.96484
3.408,-0.2445,0.27761,-0.16406,0.61961,0.96484
3.416,-0.25183,0.26882,-0.11914,0.61569,0.94531
3.424,-0.25672,0.261,-0.14453,0.62941,0.95508
3.432,-0.26406,0.25415,-0.10938,0.61569,0.95898
3.44,-0.27139,0.24633,-0.074219,0.61569,0.91992
3.448,-0.27873,0.23949,-0.125,0.64118,0.93945
3.456,-0.28606,0.2346,-0.14453,0.65098,0.94922
3.464,-0.29095,0.23167,-0.09375,0.62941,0.93555
3.472,-0.29829,0.22776,-0.074219,0.62549,0.91016
3.48,-0.30318,0.22483,-0.10352,0.6451,0.92969
3.488,-0.30807,0.2219,-0.10938,0.65098,0.92383
3.496,-0.31296,0.21896,-0.054688,0.6451,0.9043
3.504,-0.31785,0.21603,-0.039062,0.66078,0.88867
3.512,-0.32029,0.21408,-0.029297,0.6549,0.88867
3.52,-0.32274,0.21114,0.0097656,0.6451,0.86523
3.528,-0.32518,0.20821,0.035156,0.63529,0.84961
3.536,-0.32763,0.20528,0.099609,0.61569,0.81055
3.544,-0.32763,0.20235,0.11523,0.62549,0.79883
3.552,-0.32763,0.20039,0.070312,0.64118,0.81055
3.56,-0.32763,0.19941,0.0058594,0.62941,0.85547
3.568,-0.32518,0.19844,-0.039062,0.64118,0.88477
3.576,-0.32518,0.19746,-0.074219,0.62549,0.91016
3.584,-0.32274,0.19746,-0.09375,0.61961,0.91992
3.592,-0.31785,0.20039,-0.125,0.61569,0.93555
3.6,-0.3154,0.20723,-0.16016,0.63529,0.95508
3.608,-0.31051,0.21701,-0.14453,0.62549,0.95898
3.616,-0.30807,0.23069,-0.11914,0.61961,0.93945
3.624,-0.30318,0.24731,-0.125,0.62549,0.92969
3.632,-0.29829,0.26882,-0.099609,0.65098,0.91992
3.64,-0.2934,0.29423,-0.048828,0.69608,0.87891
3.648,-0.28851,0.3216,0.24609,0.48039,0.74414
3.656,-0.28117,0.348,0.60547,0.3451,0.53516
3.664,-0.27384,0.37243,0.82422,0.32353,0.39062
3.672,-0.26895,0.3998,0.64062,0.39412,0.49023
3.68,-0.26161,0.42815,0.2207,0.49412,0.73047
3.688,-0.25428,0.45455,-0.035156,0.5451,0.90039
