Time [s], RESP, II, V, AVR, PLETH
0,0.54034,-0.125,0.75098,0.98047,0.59531
0.008,0.54523,-0.11914,0.74118,0.96875,0.57967
0.016,0.55012,-0.11523,0.75098,0.97461,0.56403
0.024,0.55501,-0.10938,0.75098,0.96875,0.54839
0.032,0.5599,-0.11523,0.75098,0.96875,0.53568
0.04,0.56235,-0.10938,0.75098,0.96875,0.52395
0.048,0.56724,-0.099609,0.76078,0.95508,0.51222
0.056,0.56968,-0.089844,0.76667,0.94531,0.50147
0.064,0.57457,-0.099609,0.77059,0.96484,0.49071
0.072,0.57702,-0.080078,0.77059,0.94531,0.48094
0.08,0.57946,-0.064453,0.77647,0.93555,0.47214
0.088,0.58191,-0.039062,0.77059,0.91992,0.46334
0.096,0.58435,-0.025391,0.77647,0.91406,0.45552
0.104,0.58435,0,0.78039,0.90039,0.44868
0.112,0.5868,0.025391,0.7902,0.87891,0.44184
0.12,0.5868,0.060547,0.7902,0.86523,0.43597
0.128,0.5868,0.095703,0.78627,0.84375,0.43011
0.136,0.5868,0.125,0.78039,0.82422,0.42424
0.144,0.5868,0.13086,0.77059,0.83008,0.41935
0.152,0.5868,0.14062,0.76078,0.82031,0.41447
0.16,0.5868,0.13477,0.75098,0.82031,0.40958
0.168,0.5868,0.14453,0.75098,0.80469,0.40469
0.176,0.5868,0.12109,0.73529,0.82422,0.3998
0.184,0.58435,0.085938,0.73137,0.84375,0.39394
0.192,0.58435,0.044922,0.72549,0.86914,0.38807
0.2,0.58191,0,0.71569,0.88867,0.38221
0.208,0.58191,-0.044922,0.7,0.91406,0.37634
0.216,0.57946,-0.074219,0.69608,0.92969,0.37048
0.224,0.57946,-0.09375,0.68039,0.94531,0.36559
0.232,0.57702,-0.10938,0.68039,0.94922,0.36168
0.24,0.57702,-0.11914,0.67647,0.95898,0.35679
0.248,0.57457,-0.12891,0.68039,0.96875,0.35191
0.256,0.57457,-0.13477,0.68039,0.96875,0.34702
0.264,0.57213,-0.13867,0.68627,0.96875,0.34115
0.272,0.57213,-0.14453,0.68039,0.97461,0.33627
0.28,0.57213,-0.14453,0.68039,0.96875,0.33236
0.288,0.56968,-0.14453,0.68627,0.97461,0.32747
0.296,0.56968,-0.14453,0.6902,0.98438,0.32356
0.304,0.56968,-0.14453,0.6902,0.96875,0.31965
0.312,0.56968,-0.13477,0.6902,0.96484,0.31574
0.32,0.56968,-0.125,0.68627,0.95898,0.31183
0.328,0.56968,-0.13867,0.68627,0.96875,0.3089
0.336,0.56968,-0.125,0.67647,0.95898,0.30596
0.344,0.57213,-0.125,0.67059,0.96484,0.30205
0.352,0.57457,-0.11914,0.66471,0.95898,0.29814
0.36,0.57702,-0.11523,0.66078,0.95508,0.29423
0.368,0.57946,-0.11914,0.6549,0.96484,0.28935
0.376,0.58191,-0.11523,0.65098,0.95898,0.28543
0.384,0.5868,-0.10352,0.6451,0.94922,0.28152
0.392,0.58924,-0.099609,0.6451,0.94531,0.27761
0.4,0.59413,-0.064453,0.6549,0.92383,0.2737
0.408,0.59658,-0.035156,0.66471,0.9043,0.27077
0.416,0.59902,-0.025391,0.67647,0.90039,0.26882
0.424,0.60391,-0.080078,0.6451,0.92969,0.26979
0.432,0.60636,-0.083984,0.61569,0.93555,0.2737
0.44,0.6088,-0.064453,0.61961,0.91406,0.28055
0.448,0.61369,-0.080078,0.60588,0.92383,0.29423
0.456,0.61614,-0.080078,0.60588,0.92383,0.31281
0.464,0.62103,-0.064453,0.61569,0.92383,0.33822
0.472,0.62347,-0.074219,0.61961,0.93555,0.3695
0.48,0.62836,-0.074219,0.62549,0.94531,0.40567
0.488,0.63081,-0.070312,0.62941,0.92969,0.44379
0.496,0.6357,-0.089844,0.62549,0.94922,0.48387
0.504,0.64059,-0.089844,0.62941,0.94531,0.52199
0.512,0.64548,-0.083984,0.62941,0.93945,0.55816
0.52,0.65281,-0.089844,0.62941,0.94922,0.5914
0.528,0.66015,-0.089844,0.62941,0.94922,0.61779
0.536,0.66504,-0.11523,0.63529,0.96484,0.63832
0.544,0.67237,-0.18359,0.6549,0.99414,0.65787
0.552,0.67971,-0.058594,0.6902,0.90039,0.67449
0.56,0.68704,0.27539,0.48431,0.66016,0.68719
0.568,0.69193,0.78516,0.058824,0.32422,0.69697
0.576,0.69927,1.0645,-0.30196,0.17969,0.70283
0.584,0.70416,0.52539,0.058824,0.56445,0.70479
0.592,0.70905,0.041016,0.52549,0.875,0.70479
0.6,0.71149,-0.044922,0.7098,0.92383,0.70186
0.608,0.71394,-0.089844,0.73529,0.95508,0.69599
0.616,0.71394,-0.125,0.74118,0.96875,0.68719
0.624,0.71394,-0.16016,0.74118,0.99414,0.67644
0.632,0.71394,-0.1543,0.75098,0.99414,0.66569
0.64,0.71149,-0.14453,0.75098,0.98438,0.652
0.648,0.70905,-0.1543,0.75098,0.99414,0.63734
0.656,0.70416,-0.14844,0.74118,0.98438,0.6217
0.664,0.69682,-0.14453,0.74118,0.98438,0.60606
0.672,0.68949,-0.14453,0.74118,0.99023,0.58944
0.68,0.67726,-0.13867,0.73529,0.98438,0.57283
0.688,0.66748,-0.125,0.74118,0.97461,0.55816
0.696,0.65281,-0.11914,0.7451,0.98047,0.54448
0.704,0.64059,-0.10938,0.7451,0.96875,0.53079
0.712,0.62347,-0.10352,0.7451,0.95898,0.51711
0.72,0.6088,-0.09375,0.75098,0.96484,0.50538
0.728,0.59169,-0.080078,0.75098,0.95508,0.49658
0.736,0.57702,-0.058594,0.75098,0.93555,0.48876
0.744,0.56235,-0.044922,0.75098,0.92383,0.48094
0.752,0.54523,-0.019531,0.76078,0.91016,0.4741
0.76,0.53056,0.0058594,0.76078,0.90039,0.46628
0.768,0.51345,0.054688,0.77647,0.86523,0.45943
0.776,0.49878,0.070312,0.77059,0.85938,0.45259
0.784,0.48166,0.099609,0.77059,0.84375,0.44575
0.792,0.46699,0.13477,0.77059,0.83008,0.43891
0.8,0.45232,0.15039,0.7549,0.81055,0.43206
0.808,0.4401,0.15039,0.75098,0.82031,0.4262
0.816,0.42543,0.16016,0.7451,0.80469,0.42033
0.824,0.4132,0.15625,0.73529,0.81055,0.41642
0.832,0.40098,0.15039,0.73137,0.80469,0.41349
0.84,0.38875,0.12109,0.72549,0.82422,0.40958
0.848,0.37653,0.089844,0.71569,0.83398,0.40469
0.856,0.3643,0.044922,0.7,0.85938,0.39883
0.864,0.35452,0,0.6902,0.88867,0.39394
0.872,0.3423,-0.025391,0.68039,0.90039,0.38807
0.88,0.33252,-0.064453,0.67059,0.92383,0.38221
0.888,0.32274,-0.083984,0.66078,0.93945,0.37732
0.896,0.3154,-0.09375,0.66078,0.94922,0.37341
0.904,0.30807,-0.09375,0.66078,0.94922,0.3695
0.912,0.30073,-0.089844,0.67059,0.93945,0.36559
0.92,0.2934,-0.11523,0.66078,0.95898,0.36168
0.928,0.28606,-0.11523,0.66078,0.95898,0.35875
0.936,0.27873,-0.10938,0.66471,0.95898,0.35679
0.944,0.27139,-0.09375,0.67059,0.94531,0.35386
0.952,0.2665,-0.10352,0.66471,0.95508,0.34995
0.96,0.26161,-0.10352,0.66078,0.95898,0.34604
0.968,0.25428,-0.10352,0.66471,0.95508,0.34213
0.976,0.24939,-0.09375,0.66471,0.94922,0.33822
0.984,0.24694,-0.089844,0.66471,0.94531,0.33431
0.992,0.24205,-0.083984,0.66078,0.94531,0.3304
1,0.23716,-0.089844,0.6549,0.94531,0.32649
1.008,0.23472,-0.09375,0.65098,0.94922,0.32258
1.016,0.23227,-0.09375,0.65098,0.94531,0.31867
1.024,0.22983,-0.09375,0.65098,0.94531,0.31672
1.032,0.22983,-0.09375,0.6451,0.94922,0.31378
1.04,0.22738,-0.080078,0.6451,0.93945,0.31085
1.048,0.22738,-0.083984,0.64118,0.94531,0.30596
1.056,0.22738,-0.09375,0.64118,0.94531,0.30205
1.064,0.22738,-0.048828,0.6549,0.91406,0.29814
1.072,0.22738,-0.044922,0.66471,0.91992,0.29521
1.08,0.22738,-0.074219,0.67647,0.91406,0.29619
1.088,0.22983,-0.099609,0.63529,0.94531,0.3001
1.096,0.23227,-0.09375,0.61961,0.93555,0.3089
1.104,0.23472,-0.083984,0.62941,0.93945,0.32356
1.112,0.23716,-0.11523,0.6098,0.94531,0.34311
1.12,0.23961,-0.11523,0.6098,0.94531,0.36852
1.128,0.24205,-0.099609,0.62549,0.94531,0.39296
1.136,0.2445,-0.10352,0.62549,0.95508,0.41935
1.144,0.24694,-0.09375,0.62549,0.94922,0.45161
1.152,0.24939,-0.099609,0.62941,0.94531,0.4868
1.16,0.25183,-0.10352,0.62941,0.95508,0.52199
1.168,0.25672,-0.09375,0.62941,0.94922,0.55718
1.176,0.25917,-0.09375,0.62941,0.95508,0.58847
1.184,0.26161,-0.083984,0.62941,0.94531,0.61779
1.192,0.26406,-0.080078,0.63529,0.94531,0.64321
1.2,0.26895,-0.13867,0.64118,0.97461,0.66569
1.208,0.27139,-0.16992,0.68039,0.99023,0.68426
1.216,0.27384,0.14062,0.60588,0.75977,0.6999
1.224,0.27628,0.66016,0.28431,0.41992,0.7087
1.232,0.27873,1.1387,-0.13725,0.12109,0.71457
1.24,0.28117,1.2441,-0.28824,0.080078,0.7175
1.248,0.28362,0.29492,0.31961,0.70898,0.71848
