breaths ann1 [signal sample no], breaths ann2 [signal sample no]
133,135
476,483
824,815
1141,1142
1498,1491
1846,1844
2198,2182
2520,2530
2837,2847
3193,3195
3546,3544
3883,3885
4209,4201
4557,4560
4904,4903
5291,5283
5613,5600
5796,5958
5957,6265
6217,6449
6443,6766
6770,7119
7122,7468
7461,7809
7811,8146
8150,8484
8489,8832
8828,9186
9180,9518
9520,9872
9841,10189
10185,10542
10546,10885
10885,11186
11185,11538
11535,12060
12065,12577
12361,12867
12578,13168
12874,13490
13161,13838
13500,14181
13835,14524
14178,14867
14530,15214
14865,15551
15207,15889
15546,16232
15885,16570
16228,16908
16572,17251
16920,17578
17254,17931
17585,18274
17933,18623
18276,18953
18620,19291
18952,19639
19287,19987
19635,20315
19978,20663
20326,20990
20661,21338
20987,21692
21348,22024
21687,22357
22026,22703
22357,23057
22698,23389
23046,23732
23389,24059
23750,24408
24067,24751
24407,25088
24750,25442
25102,25769
25441,26107
25772,26458
26115,26791
26452,27144
26796,27466
27135,27809
27470,28158
27813,28506
28152,28838
28500,29176
28848,29519
29178,29862
29526,30214
29865,30536
30207,30884
30537,31232
30889,31575
31228,31913
31567,32240
31907,32588
32250,32937
32593,33274
32941,33612
33280,33948
33602,34291
33939,34634
34300,34987
34643,35309
34978,35658
35304,35995
35661,36349
36004,36687
36348,37014
36691,37362
37022,37708
37357,38051
37702,38384
38046,38716
38385,39065
38720,39413
39072,39751
39407,40104
39759,40421
40098,40769
40420,41112
40776,41458
41111,41796
41465,42123
41796,42472
42130,42820
42478,43158
42826,43501
43157,43828
43500,44187
43835,44524
44178,44867
44513,45203
44865,45536
45207,45879
45533,46232
45876,46575
46224,46908
46585,47240
46902,47594
47237,47931
47589,48280
47928,48602
48276,48953
48607,49301
48948,49644
49296,49966
49635,50315
49961,50658
50317,51006
50665,51338
51009,51676
51339,52024
51678,52367
52030,52703
52370,53051
52715,53389
53046,53732
53389,54054
53733,54408
54054,54756
54407,55094
54754,55437
55098,55769
55437,56112
55759,56464
56115,56801
56457,57123
56804,57472
57130,57820
57474,58163
57817,58506
58165,58833
58496,59176
58835,59530
59196,59867
59509,NaN
59870,NaN
