Time [s], RESP, PLETH, II, V, AVR
0,0.08802,0.54643,0.46471,0.66406,0.6098
0.008,0.090465,0.5523,0.44902,0.66016,0.61961
0.016,0.095355,0.55523,0.46078,0.66016,0.59608
0.024,0.095355,0.55621,0.4902,0.6543,0.57451
0.032,0.0978,0.55523,0.51961,0.66406,0.53529
0.04,0.0978,0.5523,0.52549,0.66016,0.52549
0.048,0.0978,0.54839,0.5,0.65039,0.53529
0.056,0.0978,0.54252,0.58039,0.67578,0.4451
0.064,0.10024,0.53568,0.6549,0.69922,0.3902
0.072,0.10024,0.52786,0.67647,0.71484,0.36471
0.08,0.10024,0.52102,0.66471,0.70898,0.37059
0.088,0.10269,0.5132,0.6451,0.70508,0.40392
0.096,0.10513,0.50635,0.68039,0.72461,0.4098
0.104,0.11002,0.50049,0.6451,0.70898,0.4451
0.112,0.11247,0.49462,0.58431,0.69531,0.51961
0.12,0.1198,0.49071,0.53922,0.67969,0.56078
0.128,0.12714,0.48583,0.5,0.66992,0.5902
0.136,0.13692,0.48094,0.47451,0.66406,0.63529
0.144,0.1467,0.47605,0.47059,0.68555,0.6451
0.152,0.15648,0.47116,0.42549,0.66016,0.67647
0.16,0.16626,0.46725,0.4098,0.65039,0.6902
0.168,0.17848,0.46432,0.43922,0.66406,0.66471
0.176,0.18826,0.46139,0.4451,0.66992,0.66078
0.184,0.20293,0.45943,0.4451,0.67578,0.66471
0.192,0.2176,0.45748,0.44902,0.67578,0.6451
0.2,0.23472,0.45552,0.48431,0.68945,0.62549
0.208,0.25183,0.45455,0.5098,0.69531,0.60588
0.216,0.27139,0.45357,0.53529,0.69922,0.58039
0.224,0.29095,0.45259,0.5549,0.68945,0.57451
0.232,0.31051,0.45259,0.58039,0.69922,0.56471
0.24,0.33252,0.45259,0.58431,0.67969,0.57059
0.248,0.35208,0.45161,0.58039,0.66406,0.56471
0.256,0.37164,0.45161,0.56471,0.64453,0.57059
0.264,0.38875,0.45161,0.51569,0.61523,0.61569
0.272,0.40831,0.45064,0.46471,0.58398,0.64118
0.28,0.42787,0.45064,0.4451,0.57422,0.65098
0.288,0.44743,0.44966,0.41961,0.57031,0.68039
0.296,0.46699,0.44966,0.40392,0.57031,0.69608
0.304,0.489,0.44966,0.4098,0.58398,0.68627
0.312,0.50611,0.45064,0.41961,0.5957,0.68039
0.32,0.52567,0.45064,0.43529,0.60938,0.68039
0.328,0.54279,0.45064,0.42941,0.625,0.68627
0.336,0.5599,0.45161,0.4451,0.64062,0.66471
0.344,0.57702,0.45064,0.47451,0.66016,0.65098
0.352,0.59658,0.45064,0.48431,0.66406,0.64118
0.36,0.61369,0.45064,0.58039,0.7207,0.5902
0.368,0.63081,0.45064,0.65098,0.67578,0.53529
0.376,0.64792,0.45161,0.72549,0.59961,0.50588
0.384,0.66259,0.45161,0.7902,0.51562,0.46471
0.392,0.67482,0.45161,0.52941,0.5293,0.72549
0.4,0.68704,0.45064,0.27843,0.58008,0.92549
0.408,0.69682,0.45064,0.22941,0.66406,0.96667
0.416,0.7066,0.45064,0.22353,0.6543,0.90196
0.424,0.71394,0.45161,0.3,0.65039,0.81176
0.432,0.72127,0.45259,0.41961,0.69922,0.69608
0.44,0.72372,0.45357,0.5098,0.74414,0.61569
0.448,0.72861,0.45552,0.5451,0.75391,0.58431
0.456,0.72861,0.45943,0.5549,0.75391,0.5902
0.464,0.73105,0.46628,0.56078,0.75977,0.57451
0.472,0.73105,0.47605,0.57451,0.75,0.56078
0.48,0.73105,0.48583,0.5902,0.75977,0.55098
0.488,0.72861,0.49756,0.59608,0.76953,0.55098
0.496,0.72616,0.50831,0.60588,0.77539,0.53922
0.504,0.72372,0.51808,0.62549,0.76953,0.5098
0.512,0.71883,0.52493,0.64118,0.76953,0.48431
0.52,0.71394,0.52981,0.65098,0.76562,0.46471
0.528,0.70905,0.53372,0.6451,0.75977,0.4549
0.536,0.70416,0.53568,0.66471,0.76953,0.43529
0.544,0.69682,0.53666,0.69608,0.78516,0.4
0.552,0.69193,0.5347,0.73529,0.80469,0.3549
0.56,0.6846,0.53177,0.76667,0.82422,0.32353
