breaths ann1 [signal sample no], breaths ann2 [signal sample no]
520,77
867,478
1185,863
1537,1185
1993,1533
2528,1992
3020,2541
4530,3032
5061,3596
5852,3900
6370,4544
6822,5046
7291,5885
7741,6312
8128,6808
8563,7294
9028,7735
9507,8120
10011,8569
10472,9033
10959,9508
11387,10009
11835,10468
12278,10964
12726,11379
13196,11849
13696,12276
14165,12725
14604,13195
14996,13712
15411,14160
15833,14609
16293,14994
16702,15425
17137,15821
17554,16280
17976,16702
18411,17135
18787,17546
19161,17984
19565,18417
20009,18795
20430,19180
20865,19581
21291,20024
21748,20425
22143,20874
22515,21301
22915,21745
23354,22130
23763,22518
24163,22893
24628,23363
25028,23748
25472,24186
25924,24629
26330,25051
26739,25468
27191,25917
27613,26316
28043,26759
28500,27197
28917,27635
29357,28052
29917,28516
30398,28907
30828,29371
31254,29910
31663,30377
32141,30836
32546,31237
32976,31675
33376,32145
33757,32530
34230,32974
34596,33364
34909,33763
35257,34238
35626,34597
36057,34914
36496,35251
36913,35605
37383,36064
37780,36502
38202,36903
38637,37378
39050,37782
39502,38189
39902,38632
40285,39049
40641,39492
41015,39904
41452,40299
41852,40658
42248,41007
42635,41437
43030,41838
43422,42250
43826,42635
44226,43020
44613,43416
45037,43838
45441,44239
45815,44609
46224,45034
46602,45425
46972,45826
47350,46206
47715,46612
48098,46982
48502,47356
48883,47726
49278,48095
49674,48491
50039,48885
50370,49296
50717,49666
51078,50035
51504,50362
51883,50721
52265,51085
52659,51491
53002,51871
53398,52283
53798,52650
54146,52999
54615,53384
55328,53774
55872,54186
55993,54613
56172,55162
56870,55991
57313,56875
57683,57319
58083,57709
58452,58084
58752,58432
59061,58733
59413,59060
59722,59414
NaN,59704
