Time [s], RESP, PLETH, II, V, AVR
0,0.50635,0.68719,0.48047,0.51562,0.60588
0.008,0.5132,0.68328,0.48438,0.51562,0.59608
0.016,0.51906,0.68035,0.48047,0.51562,0.6
0.024,0.52493,0.67742,0.42969,0.55469,0.60588
0.032,0.53079,0.67351,0.56445,0.50977,0.51961
0.04,0.53666,0.66764,1.0391,0.33594,0.26863
0.048,0.54252,0.65982,1.5,0.070312,-0.0058823
0.056,0.54839,0.65103,1.5,-0.044922,-0.10196
0.064,0.55523,0.64223,1.2285,0.22461,0.2549
0.072,0.56207,0.63343,0.4707,0.49414,0.6098
0.08,0.56891,0.62463,0.25977,0.5957,0.68039
0.088,0.57576,0.61584,0.32031,0.60547,0.64118
0.096,0.5826,0.60899,0.38086,0.56055,0.6098
0.104,0.58944,0.60215,0.4043,0.55078,0.61961
0.112,0.59726,0.59726,0.41602,0.53906,0.6098
0.12,0.60508,0.59335,0.41016,0.53906,0.61569
0.128,0.6129,0.58944,0.41602,0.53906,0.6098
0.136,0.6217,0.58553,0.42969,0.53906,0.60588
0.144,0.6305,0.58358,0.43555,0.5293,0.59608
0.152,0.64027,0.58162,0.43555,0.53516,0.60588
0.16,0.65103,0.58065,0.44531,0.52539,0.5902
0.168,0.6608,0.57967,0.44531,0.5293,0.59608
0.176,0.67155,0.57967,0.45508,0.51953,0.58431
0.184,0.68133,0.57771,0.46094,0.51562,0.58431
0.192,0.6911,0.57576,0.48047,0.50586,0.57059
0.2,0.69892,0.57283,0.48047,0.5,0.56471
0.208,0.70772,0.56794,0.49023,0.49023,0.5549
0.216,0.71652,0.56305,0.51562,0.49023,0.55098
0.224,0.72532,0.55621,0.5293,0.47461,0.53529
0.232,0.73412,0.54936,0.54492,0.46484,0.53529
0.24,0.74291,0.54154,0.56055,0.45508,0.51961
0.248,0.75171,0.53275,0.57422,0.44922,0.5098
0.256,0.75953,0.52493,0.5957,0.44531,0.50588
0.264,0.76637,0.51711,0.59961,0.44531,0.5
