breaths ann1 [signal sample no], breaths ann2 [signal sample no]
107,124
567,562
985,989
1450,1464
1924,1934
2433,2430
2867,2879
3320,3322
3830,3821
4252,4265
4683,4692
5100,5109
5552,5552
5926,5948
6357,6359
6778,6776
7235,7257
7611,7619
8007,8009
8776,8790
9233,9228
9672,9666
10124,10115
10502,10532
10907,10901
11287,11305
11778,11770
12257,12266
12674,12667
13204,13195
13622,13622
14070,14060
14552,14556
14983,14978
15415,15420
15798,15826
16233,16222
16667,16654
17063,17050
17498,17488
17928,17968
18393,18401
18822,18821
19239,19228
19730,19745
20213,20220
20626,20615
21109,21122
21522,21534
21961,21993
22417,22410
22859,22888
23285,23299
23672,23695
24098,24102
24528,24529
24967,24946
25367,25358
25811,25817
26233,26279
26674,26696
27096,27118
27513,27530
27983,27989
28443,28453
28861,28838
29261,29261
29691,29688
30111,30113
30502,30515
30941,30953
31433,31433
31915,31923
32372,32388
32850,32842
33280,33269
33685,33718
34143,34148
34600,34602
35039,35061
35478,35457
35935,35948
36361,36386
36817,36813
37261,37262
37667,37672
38176,38204
38602,38600
39054,39075
39489,39503
39933,39930
40376,40363
40776,40790
41211,41239
41635,41670
42052,42060
42465,42477
42891,42889
43291,43311
43700,43696
44157,44160
44561,44556
44952,44968
45402,45388
45833,45842
46263,46264
46676,46702
47041,47045
47407,47409
47759,47763
48172,48195
48537,48549
48891,48900
49291,49301
49648,49660
50022,50035
50448,50436
50852,50837
51261,51265
51670,51655
52070,52082
52452,52457
52902,52893
53307,53315
53720,53722
54098,54107
54507,54524
54928,54930
55346,55363
55750,55759
56141,56139
56565,56569
57017,57028
57417,57435
57857,57862
58278,58311
58704,58701
59122,59118
59561,59561
59961,59968
