Time [s], RESP, PLETH, II, V, AVR
0,0.19648,0.41447,0.41569,0.48039,0.49412
0.008,0.18964,0.41153,0.41961,0.48431,0.4902
0.016,0.18377,0.40958,0.4,0.4902,0.5
0.024,0.17693,0.40762,0.38431,0.48431,0.5098
0.032,0.17107,0.40665,0.37451,0.48039,0.51961
0.04,0.16618,0.40665,0.37451,0.47451,0.51569
0.048,0.16031,0.40665,0.4,0.47451,0.52549
0.056,0.15445,0.40567,0.42549,0.47059,0.49412
0.064,0.14761,0.40567,0.42941,0.47451,0.5
0.072,0.14076,0.40567,0.4451,0.43922,0.4902
0.08,0.13392,0.40567,0.46078,0.40392,0.49412
0.088,0.12903,0.40469,0.50588,0.38039,0.46078
0.096,0.12317,0.40371,0.48431,0.35882,0.47451
0.104,0.11926,0.40078,0.43922,0.3451,0.4902
0.112,0.11535,0.39883,0.39412,0.3549,0.52549
0.12,0.11144,0.39687,0.38431,0.37059,0.52941
0.128,0.10753,0.39492,0.37451,0.3902,0.53922
0.136,0.10459,0.39296,0.3451,0.3902,0.55098
0.144,0.10166,0.39101,0.31373,0.3902,0.57451
0.152,0.098729,0.38905,0.30392,0.3902,0.57451
0.16,0.096774,0.38514,0.29412,0.3902,0.58431
0.168,0.094819,0.38221,0.27451,0.4098,0.5902
0.176,0.093842,0.37928,0.17843,0.50588,0.64118
0.184,0.092864,0.37732,0.14314,0.5902,0.6549
0.192,0.092864,0.37732,0.42941,0.62549,0.44902
0.2,0.093842,0.38123,0.89608,-0.031373,0.17843
0.208,0.094819,0.38905,1.2569,-0.48824,0.058824
0.216,0.097752,0.40274,1.102,-0.50196,0.22353
0.224,0.10068,0.42229,0.83529,-0.24314,0.37059
0.232,0.10557,0.44184,0.57451,0.094118,0.47059
0.24,0.10948,0.46334,0.3549,0.3098,0.57059
0.248,0.11437,0.48778,0.2451,0.40392,0.62549
0.256,0.11926,0.51222,0.2098,0.43529,0.63529
0.264,0.12512,0.53568,0.2,0.44902,0.6451
0.272,0.13099,0.55621,0.2098,0.44902,0.62549
0.28,0.13783,0.57478,0.2098,0.44902,0.63529
0.288,0.14467,0.58944,0.21373,0.4451,0.62549
0.296,0.15347,0.60117,0.2098,0.4451,0.63529
0.304,0.16129,0.60802,0.23333,0.4451,0.61569
0.312,0.17009,0.6129,0.22941,0.43922,0.61961
0.32,0.17889,0.61388,0.24902,0.43529,0.60588
0.328,0.18768,0.61193,0.23922,0.43922,0.61569
0.336,0.19648,0.60704,0.2549,0.42941,0.6
0.344,0.2043,0.60117,0.24902,0.42549,0.60588
0.352,0.21114,0.59335,0.26471,0.4098,0.59608
0.36,0.21799,0.58553,0.25882,0.4098,0.6
0.368,0.22385,0.57771,0.27451,0.39412,0.5902
0.376,0.22972,0.56989,0.26863,0.3902,0.58431
0.384,0.23656,0.56207,0.27843,0.38431,0.5902
0.392,0.24145,0.55132,0.2902,0.37451,0.57451
0.4,0.24731,0.53959,0.30392,0.36471,0.56471
0.408,0.2522,0.52688,0.32353,0.35882,0.56078
0.416,0.25611,0.51417,0.3451,0.3549,0.53922
0.424,0.25904,0.50147,0.36471,0.3549,0.52941
0.432,0.26197,0.48974,0.38039,0.35882,0.51961
0.44,0.26393,0.47898,0.39412,0.36471,0.5098
0.448,0.26491,0.46921,0.4,0.38039,0.50588
0.456,0.26491,0.45846,0.41569,0.39412,0.5
0.464,0.26491,0.44966,0.4098,0.4098,0.50588
0.472,0.26197,0.44086,0.41961,0.42941,0.4902
0.48,0.26002,0.435,0.41961,0.4451,0.49412
0.488,0.25513,0.43109,0.42941,0.46078,0.48039
0.496,0.25122,0.42815,0.41961,0.47451,0.4902
0.504,0.24633,0.42522,0.42549,0.48431,0.48039
0.512,0.24242,0.42229,0.41569,0.5,0.49412
0.52,0.23656,0.41935,0.41961,0.49412,0.48431
0.528,0.23167,0.4174,0.4,0.49412,0.50588
0.536,0.22483,0.41642,0.4,0.48431,0.50588
0.544,0.21799,0.41447,0.38039,0.48039,0.51961
0.552,0.21114,0.41349,0.4,0.48039,0.50588
0.56,0.20332,0.41153,0.41961,0.48039,0.5
0.568,0.19746,0.41056,0.43922,0.48039,0.48431
0.576,0.19062,0.40958,0.43922,0.47451,0.5
0.584,0.18475,0.40958,0.46078,0.42549,0.48431
0.592,0.17889,0.40958,0.4902,0.3902,0.47451
0.6,0.174,0.40762,0.50588,0.35882,0.46078
0.608,0.16911,0.40567,0.46078,0.3451,0.48431
0.616,0.16422,0.40371,0.41961,0.33922,0.5098
0.624,0.16031,0.40176,0.38431,0.35882,0.52941
0.632,0.1564,0.3998,0.37451,0.37451,0.53922
0.64,0.15152,0.39785,0.35882,0.3902,0.53529
0.648,0.14858,0.39589,0.32941,0.3902,0.56471
0.656,0.14467,0.39394,0.3098,0.3902,0.57059
0.664,0.14272,0.39101,0.3,0.3902,0.58039
0.672,0.14076,0.38807,0.30392,0.3902,0.57451
0.68,0.13978,0.38416,0.23333,0.44902,0.61961
0.688,0.13978,0.38025,0.1549,0.5451,0.6451
0.696,0.14076,0.37928,0.14902,0.61961,0.57451
0.704,0.14174,0.37928,0.6902,0.22353,0.3
0.712,0.14467,0.38319,1.1059,-0.30784,0.10392
0.72,0.14663,0.39394,1.2627,-0.50196,0.062745
0.728,0.14956,0.40665,0.94118,-0.42353,0.32941
0.736,0.15249,0.42424,0.72157,-0.056863,0.40392
