Time [s], RESP, PLETH, II, V, AVR
0,1,0.33627,0.39062,0.57045,0.61523
0.008,1,0.33333,0.41016,0.59002,0.60938
0.016,1,0.3304,0.41602,0.6047,0.61523
0.024,1,0.32747,0.44531,0.62524,0.5957
0.032,1,0.32454,0.43555,0.61546,0.5957
0.04,1,0.3216,0.42969,0.6047,0.60938
0.048,1,0.31867,0.41016,0.58513,0.61914
0.056,1,0.31476,0.40039,0.56458,0.61914
0.064,1,0.31085,0.4043,0.55969,0.61523
0.072,1,0.30792,0.375,0.56458,0.62891
0.08,1,0.30596,0.36523,0.5499,0.63477
0.088,1,0.30694,0.33984,0.54501,0.64453
0.096,1,0.31183,0.33984,0.53523,0.64453
0.104,1,0.32454,0.32422,0.53523,0.65039
0.112,1,0.34115,0.32031,0.53523,0.64453
0.12,1,0.36461,0.32031,0.53523,0.65039
0.128,1,0.39785,0.32031,0.54012,0.64453
0.136,1,0.44086,0.32031,0.53033,0.65039
0.144,1,0.48974,0.33008,0.55479,0.6543
0.152,1,0.54154,0.375,0.5998,0.66406
0.16,1,0.59726,0.42578,0.62524,0.67578
0.168,1,0.65103,0.47461,0.59002,0.64062
0.176,1,0.69599,0.6543,0.55479,0.46484
0.184,1,0.73021,0.72461,0.48043,0.29492
0.192,1,0.75464,0.56445,0.42466,0.42969
0.2,1,0.77028,0.35547,0.4501,0.66992
0.208,1,0.77713,0.33594,0.49511,0.68555
0.216,1,0.77713,0.32031,0.51957,0.63477
0.224,1,0.77224,0.32031,0.53523,0.63477
0.232,1,0.76344,0.31445,0.54012,0.64062
0.24,1,0.75073,0.31445,0.54501,0.64453
0.248,0.99218,0.73412,0.30469,0.54501,0.65039
0.256,0.98436,0.71457,0.31445,0.54501,0.64453
0.264,0.97067,0.69208,0.31055,0.54501,0.64453
0.272,0.95699,0.66667,0.31055,0.54501,0.65039
0.28,0.94037,0.6393,0.32031,0.5499,0.64062
0.288,0.92473,0.60899,0.32031,0.55479,0.63477
0.296,0.90616,0.57869,0.32422,0.55479,0.62891
0.304,0.88759,0.54741,0.33008,0.55969,0.625
0.312,0.87097,0.51906,0.33984,0.56458,0.61523
0.32,0.85337,0.49365,0.34961,0.56458,0.60938
0.328,0.83675,0.46725,0.36523,0.57045,0.5957
0.336,0.81916,0.44282,0.375,0.57045,0.58398
0.344,0.80059,0.42033,0.38477,0.58023,0.57031
0.352,0.78201,0.40176,0.39453,0.58023,0.56445
0.36,0.76246,0.3871,0.41016,0.59002,0.55469
0.368,0.74194,0.37634,0.41602,0.59002,0.54492
0.376,0.72239,0.3695,0.42578,0.5998,0.53516
0.384,0.70186,0.36461,0.42578,0.59491,0.53906
