breaths ann1 [signal sample no], breaths ann2 [signal sample no]
59,61
502,520
924,931
1324,1343
1846,1850
2280,2272
2702,2689
3080,3074
3533,3522
3948,3958
4270,4296
4800,4782
5313,5299
5983,5974
6435,6454
6887,6908
7317,7325
7741,7735
8093,8083
8446,8426
8789,8780
9133,9144
9480,9476
9911,9888
10228,10199
10641,10637
11085,11080
11487,11474
11817,11823
12248,12245
12600,12593
12987,12984
13457,13437
13796,13786
14287,14276
14543,14546
14970,14973
15402,15404
15811,15821
16298,16290
16724,16728
17085,17077
17511,17493
17941,17910
18167,18169
18720,18712
19126,19122
19726,19713
20096,20114
20422,20447
20843,20879
21339,21328
21709,21718
22091,22093
22550,22545
22937,22930
23320,23289
23759,23769
24141,24112
24498,24476
24876,24856
25280,25257
25654,25653
26050,26044
26457,26406
26874,26907
27217,27213
27657,27635
28074,28068
28530,28485
28926,28907
29357,29319
29713,29662
30093,30077
30407,30409
30802,30741
31146,31158
31524,31559
31933,31897
32215,32230
32641,32625
33002,32995
33393,33396
33737,33805
34122,34138
34513,34470
34939,34892
35291,35309
35635,35637
36009,36053
36409,36386
36683,36660
37165,37141
37567,37566
37902,37904
38389,38379
38798,38769
39185,39149
40028,40046
40454,40474
40963,40906
41317,41327
41683,41717
42083,42081
42417,42419
42809,42772
43204,43237
43578,43596
43926,43933
44270,44271
44709,44693
45146,45135
45476,45446
45759,45757
46289,46280
46685,46712
47089,47034
47367,47372
47776,47794
48176,48185
48498,48459
48852,48800
49248,49212
49691,49708
49983,49977
50365,50362
50839,50863
51374,51370
51796,51782
52191,52188
52602,52598
52985,53030
53333,53331
53585,53595
53776,53774
54154,54154
54737,54766
55267,55252
55693,55690
56167,56154
56570,56548
56965,56954
57335,57319
57774,57757
58135,58137
58465,58458
58974,58970
59400,59392
59830,59820
