Time [s], RESP, PLETH, II, V, AVR
0,1,0.7869,0.21484,0.94118,0.69922
0.008,1,0.80352,0.19531,0.95098,0.70898
0.016,1,0.81427,0.16992,0.95098,0.72461
0.024,1,0.82405,0.17578,0.95686,0.7207
0.032,1,0.83089,0.19531,0.96667,0.70508
0.04,1,0.8348,0.19531,0.96667,0.69922
0.048,1,0.83578,0.2207,0.96667,0.68555
0.056,1,0.83382,0.2207,0.96667,0.68945
0.064,1,0.82893,0.22461,0.96078,0.68555
0.072,1,0.82307,0.24023,0.95686,0.67969
0.08,1,0.81427,0.23438,0.94706,0.68555
0.088,1,0.8045,0.24023,0.94706,0.66992
0.096,0.99804,0.79277,0.23047,0.93725,0.68555
0.104,0.99609,0.78104,0.24023,0.93137,0.68945
0.112,0.97067,0.76833,0.25586,0.93725,0.67969
0.12,0.94526,0.75464,0.25,0.92549,0.67578
0.128,0.91496,0.73998,0.29102,0.92157,0.65039
0.136,0.88563,0.72532,0.30078,0.91569,0.6543
0.144,0.84946,0.71065,0.33984,0.92157,0.61523
0.152,0.81427,0.69795,0.34961,0.90588,0.625
0.16,0.77419,0.68622,0.3457,0.89608,0.62891
0.168,0.73509,0.67546,0.37109,0.8902,0.61523
0.176,0.69697,0.66764,0.39453,0.87647,0.59961
0.184,0.65982,0.65982,0.41602,0.87059,0.58984
0.192,0.6217,0.65396,0.42578,0.86667,0.58984
0.2,0.58456,0.64907,0.41992,0.85686,0.59961
0.208,0.53959,0.64418,0.42578,0.87059,0.58984
0.216,0.4956,0.64027,0.375,0.87059,0.61914
0.224,0.44575,0.63539,0.3457,0.88039,0.64062
0.232,0.39589,0.6305,0.31445,0.89608,0.66016
0.24,0.348,0.62561,0.29102,0.90588,0.67578
0.248,0.3001,0.6217,0.2793,0.92157,0.68555
0.256,0.25318,0.61681,0.27539,0.92157,0.66406
0.264,0.20723,0.6129,0.28516,0.93137,0.67969
0.272,0.15347,0.60997,0.26953,0.92549,0.67969
0.28,0.099707,0.60606,0.25977,0.92157,0.68555
0.288,0.049853,0.60215,0.29102,0.93137,0.66406
0.296,0,0.59824,0.30078,0.94118,0.66016
0.304,0,0.59531,0.30469,0.94118,0.65039
0.312,0,0.5914,0.31055,0.93725,0.6543
0.32,0,0.58651,0.31055,0.94118,0.6543
0.328,0,0.58065,0.32031,0.94118,0.64062
0.336,0,0.57478,0.33008,0.94118,0.64062
0.344,0,0.56891,0.39453,0.97059,0.60547
0.352,0,0.56305,0.43555,1.0059,0.57422
0.36,0,0.55718,0.49023,1.0118,0.54492
0.368,0,0.55132,0.47461,0.98627,0.55469
0.376,0,0.54448,0.44531,0.93725,0.57031
0.384,0,0.53861,0.41992,0.89608,0.58008
0.392,0,0.53177,0.4043,0.88627,0.57422
0.4,0,0.52493,0.41602,0.90588,0.5957
0.408,0,0.51906,0.35938,0.91176,0.61914
0.416,0,0.5132,0.33984,0.91569,0.63477
0.424,0,0.50733,0.33594,0.91176,0.64062
0.432,0,0.50049,0.32031,0.91569,0.65039
0.44,0,0.49365,0.33594,0.91569,0.63477
0.448,0,0.48778,0.32422,0.91569,0.64062
0.456,0,0.48387,0.31055,0.91176,0.66016
0.464,0,0.48192,0.33008,0.91569,0.64453
0.472,0,0.48485,0.33594,0.92157,0.64062
0.48,0,0.49267,0.33984,0.92157,0.62891
0.488,0,0.50733,0.30078,0.92549,0.66016
0.496,0,0.52884,0.19531,0.98235,0.7207
0.504,0,0.5523,0.15039,0.99608,0.73438
0.512,0,0.57869,0.51562,0.7902,0.49023
0.52,0,0.61193,1.0488,0.34902,0.17969
0.528,0,0.65005,1.3887,0.13922,0.050781
0.536,0,0.69013,0.76953,0.27451,0.4707
0.544,0,0.72923,0.25,0.55098,0.75391
0.552,0,0.76637,0.23438,0.76078,0.72461
0.56,0,0.79961,0.26562,0.85686,0.70508
0.568,0,0.82796,0.24023,0.93137,0.69922
0.576,0,0.85239,0.2207,0.96667,0.68945
0.584,0,0.87097,0.19531,0.97647,0.70898
0.592,0,0.88563,0.19531,0.97647,0.70508
0.6,0,0.89541,0.18555,0.97647,0.71484
0.608,0,0.90127,0.17578,0.98627,0.7207
0.616,0,0.9042,0.18945,0.98235,0.70898
0.624,0,0.9042,0.19531,0.97647,0.70898
0.632,0,0.9042,0.20117,0.98235,0.70898
0.64,0,0.90127,0.20508,0.97647,0.70898
0.648,0,0.89638,0.19531,0.98235,0.70898
0.656,0,0.88954,0.21094,0.96667,0.70898
0.664,0,0.87977,0.23438,0.97059,0.68555
0.672,0,0.86901,0.21484,0.97647,0.69531
0.68,0,0.85533,0.22461,0.96667,0.69922
0.688,0,0.83969,0.22461,0.96667,0.68945
0.696,0,0.82209,0.24023,0.96667,0.69531
0.704,0,0.8045,0.26562,0.96667,0.66992
0.712,0,0.78592,0.28516,0.96667,0.66016
0.72,0,0.76637,0.31445,0.96667,0.64062
0.728,0,0.74585,0.3457,0.96667,0.61914
0.736,0,0.72434,0.35547,0.96078,0.61914
0.744,0,0.70479,0.37109,0.95098,0.625
0.752,0,0.68622,0.41016,0.95686,0.59961
0.76,0,0.66862,0.43555,0.95098,0.58398
0.768,0,0.65396,0.46094,0.95686,0.57031
0.776,0,0.64125,0.44531,0.94118,0.58984
0.784,0,0.6305,0.43555,0.93725,0.59961
0.792,0,0.6217,0.42578,0.94118,0.60547
0.8,0,0.61486,0.375,0.94118,0.625
0.808,0,0.60899,0.34961,0.94118,0.64062
0.816,0,0.60508,0.31055,0.93725,0.66016
0.824,0,0.6002,0.30469,0.94118,0.66406
0.832,0,0.59629,0.29492,0.93725,0.66406
0.84,0,0.5914,0.30078,0.94118,0.66016
0.848,0,0.58651,0.28516,0.93725,0.67578
0.856,0,0.57967,0.31055,0.94118,0.6543
0.864,0,0.57185,0.31445,0.93137,0.65039
0.872,0,0.56305,0.32422,0.93137,0.6543
0.88,0,0.55327,0.32031,0.94118,0.64453
0.888,0,0.54154,0.33594,0.94118,0.64062
0.896,0,0.52981,0.33594,0.94706,0.65039
0.904,0,0.51906,0.33984,0.94706,0.64062
0.912,0,0.50929,0.38086,0.95686,0.61523
0.92,0,0.49756,0.44531,0.99216,0.58008
0.928,0,0.48583,0.47461,1.0118,0.56445
0.936,0,0.4741,0.52539,1.0059,0.5293
0.944,0,0.46334,0.50586,0.98235,0.53906
0.952,0,0.45161,0.44531,0.94118,0.57422
0.96,0,0.43988,0.42578,0.90588,0.58398
0.968,0,0.42913,0.41992,0.88039,0.57422
0.976,0,0.41838,0.42969,0.90196,0.57031
0.984,0,0.4086,0.35938,0.91569,0.62891
0.992,0,0.39883,0.3457,0.92549,0.63477
1,0,0.38905,0.32422,0.93725,0.62891
1.008,0,0.38221,0.31055,0.92157,0.6543
1.016,0,0.37634,0.32031,0.91569,0.66016
1.024,0,0.37048,0.33594,0.91176,0.64453
1.032,0,0.36755,0.32031,0.92157,0.6543
1.04,0,0.3695,0.33984,0.92157,0.64062
1.048,0,0.37732,0.33984,0.93137,0.63477
1.056,0,0.39296,0.33008,0.92549,0.64453
1.064,0,0.4174,0.26953,0.94706,0.67969
1.072,0,0.44868,0.16992,0.98627,0.73047
1.08,0,0.4868,0.16016,0.99608,0.66406
1.088,0,0.52884,0.61523,0.67059,0.43555
1.096,0,0.5738,1.1387,0.24902,0.14062
1.104,0,0.6129,1.3145,0.088235,0.064453
1.112,0,0.64809,0.53516,0.32353,0.60547
1.12,0,0.68524,0.18945,0.6,0.79492
1.128,0,0.72043,0.25,0.78039,0.73438
1.136,0,0.75171,0.26562,0.88039,0.70898
1.144,0,0.7781,0.19531,0.94706,0.72461
1.152,0,0.79961,0.16992,0.96667,0.73438
1.16,0,0.8172,0.14453,0.98235,0.74414
1.168,0,0.82991,0.14453,0.98235,0.74023
1.176,0,0.83969,0.13086,0.99216,0.75
1.184,0,0.84653,0.16602,0.99216,0.7207
1.192,0,0.85044,0.16016,0.98627,0.73047
1.2,0,0.85142,0.13477,0.98235,0.75391
1.208,0,0.85044,0.14453,0.97059,0.74414
1.216,0,0.84653,0.16016,0.97647,0.73047
1.224,0,0.84164,0.16992,0.97059,0.73047
1.232,0,0.83578,0.16602,0.96667,0.73438
1.24,0,0.82698,0.18555,0.97059,0.70898
1.248,0,0.81623,0.20117,0.96667,0.70508
1.256,0,0.80352,0.18555,0.96667,0.7207
1.264,0,0.78983,0.21094,0.96078,0.69922
1.272,0,0.77322,0.2207,0.97059,0.69531
1.28,0,0.75562,0.21094,0.96667,0.70898
1.288,0,0.73803,0.25977,0.97059,0.68555
1.296,0,0.71945,0.26562,0.96667,0.68555
1.304,0,0.70186,0.29492,0.96667,0.66406
1.312,0,0.68719,0.32422,0.97647,0.6543
1.32,0,0.67058,0.34961,0.97059,0.64062
1.328,0,0.65591,0.37109,0.97647,0.62891
1.336,0,0.64125,0.38086,0.98235,0.63477
1.344,0,0.62952,0.38477,0.95686,0.625
1.352,0,0.61975,0.4043,0.94706,0.61523
1.36,0,0.61193,0.41016,0.94118,0.61914
1.368,0,0.60704,0.375,0.93137,0.64062
1.376,0,0.60508,0.32422,0.93725,0.66406
1.384,0,0.60508,0.29102,0.92157,0.68555
1.392,0,0.60606,0.25586,0.92157,0.70898
1.4,0,0.60802,0.25977,0.91569,0.69922
1.408,0,0.60899,0.25977,0.92157,0.69531
1.416,0,0.60997,0.24609,0.91569,0.70898
1.424,0,0.58162,0.24023,0.92157,0.70508
1.432,0,0.53861,0.29492,0.93137,0.66406
1.44,0,0.51515,0.30078,0.93137,0.66016
1.448,0,0.49853,0.30469,0.92157,0.66406
1.456,0,0.4868,0.28516,0.92549,0.67969
1.464,0,0.47507,0.30078,0.93725,0.66406
1.472,0,0.46432,0.31055,0.93725,0.66016
1.48,0,0.45357,0.32422,0.93725,0.66406
1.488,0,0.44282,0.33984,0.93725,0.64453
1.496,0,0.43304,0.41016,0.96667,0.59961
1.504,0,0.42424,0.46094,1.002,0.56445
1.512,0,0.4174,0.5,1.0118,0.53906
1.52,0,0.41153,0.51562,0.99216,0.53516
1.528,0,0.40567,0.47461,0.95686,0.56445
1.536,0,0.40078,0.43555,0.92157,0.58398
1.544,0,0.39589,0.41016,0.8902,0.58984
1.552,0,0.39198,0.42969,0.88627,0.58008
1.56,0,0.38807,0.38086,0.90196,0.61914
1.568,0,0.38319,0.34961,0.91176,0.63477
1.576,0,0.37928,0.33594,0.91176,0.64453
1.584,0,0.37537,0.33594,0.90588,0.64062
1.592,0,0.37243,0.33008,0.90196,0.65039
1.6,0,0.37146,0.33594,0.90196,0.64453
1.608,0,0.37341,0.33594,0.90588,0.64062
1.616,0,0.37928,0.33984,0.90588,0.64062
1.624,0,0.39003,0.3457,0.91176,0.64062
1.632,0,0.41544,0.35547,0.91569,0.63477
1.64,0,0.44282,0.31445,0.92157,0.6543
1.648,0,0.46628,0.21484,0.95098,0.71484
1.656,0,0.49658,0.16602,0.97647,0.73438
1.664,0,0.52981,0.4707,0.78627,0.5293
1.672,0,0.565,0.96484,0.35882,0.23047
1.68,0,0.59824,1.3086,0.10392,0.10547
1.688,0,0.62952,0.75,0.23333,0.48438
1.696,0,0.65591,0.25,0.52941,0.76562
1.704,0,0.67449,0.26953,0.7451,0.73047
1.712,0,0.68817,0.26562,0.85686,0.70508
1.72,0,0.70088,0.2207,0.93725,0.70898
1.728,0,0.71163,0.19531,0.95686,0.72461
1.736,0,0.72043,0.18555,0.97647,0.71484
1.744,0,0.7263,0.16992,0.98235,0.70898
1.752,0,0.73118,0.15039,0.96667,0.74414
1.76,0,0.73412,0.16992,0.97059,0.72461
1.768,0,0.73509,0.19531,0.97647,0.70898
1.776,0,0.73412,0.18555,0.98235,0.71484
1.784,0,0.73216,0.18945,0.98627,0.71484
1.792,0,0.72727,0.17969,0.98235,0.72461
1.8,0,0.72141,0.20508,0.98235,0.70898
1.808,0,0.71359,0.21484,0.98235,0.70508
1.816,0,0.70479,0.19531,0.97647,0.7207
1.824,0,0.69404,0.2207,0.98627,0.70508
1.832,0,0.68231,0.24609,0.98235,0.68555
1.84,0,0.6696,0.23047,0.99216,0.69922
1.848,0,0.65494,0.24023,0.99216,0.69922
1.856,0,0.63832,0.25586,0.99216,0.68555
1.864,0,0.6217,0.28516,0.99216,0.66992
1.872,0,0.60313,0.30469,0.99216,0.6543
1.88,0,0.58553,0.29102,0.99216,0.67578
1.888,0,0.56794,0.33984,0.99216,0.64062
1.896,0,0.55132,0.36523,0.99216,0.62891
1.904,0,0.53763,0.38086,0.98627,0.61914
1.912,0,0.5259,0.39453,0.99216,0.61523
1.92,0,0.51417,0.4043,0.98235,0.60938
1.928,0,0.50342,0.40039,0.97647,0.625
1.936,0,0.49365,0.38086,0.96667,0.64062
1.944,0,0.48485,0.375,0.97059,0.64062
1.952,0,0.47605,0.35547,0.96667,0.64062
1.96,0,0.46725,0.33594,0.96078,0.6543
1.968,0,0.45943,0.27539,0.96667,0.67969
1.976,0,0.45161,0.24609,0.95686,0.70508
1.984,0,0.44379,0.26562,0.95098,0.68945
1.992,0,0.43597,0.26953,0.96078,0.68555
2,0,0.42913,0.28516,0.94706,0.68555
2.008,0,0.42326,0.29102,0.94118,0.67578
2.016,0,0.4174,0.30078,0.94118,0.66406
2.024,0,0.41056,0.2793,0.94706,0.67969
2.032,0.001955,0.40274,0.32031,0.94118,0.64453
2.04,0.0039101,0.39589,0.30078,0.95686,0.66406
2.048,0.039101,0.38807,0.32031,0.96078,0.65039
2.056,0.074291,0.38221,0.33008,0.96667,0.64062
2.064,0.11339,0.37537,0.33594,0.97059,0.64062
2.072,0.15347,0.3695,0.33008,0.96667,0.64453
2.08,0.1955,0.36266,0.37109,0.98235,0.61914
2.088,0.23754,0.35679,0.41602,1.0059,0.5957
2.096,0.27664,0.35191,0.45508,1.0314,0.57031
2.104,0.31574,0.348,0.44922,1.0216,0.56445
2.112,0.35288,0.34409,0.51562,1.0059,0.5293
2.12,0.39003,0.34018,0.49414,0.97059,0.52539
2.128,0.42913,0.33627,0.43555,0.92549,0.57031
2.136,0.46823,0.33236,0.43945,0.88627,0.56445
2.144,0.50929,0.32649,0.42578,0.89608,0.57031
2.152,0.55034,0.32063,0.375,0.90196,0.61523
2.16,0.58651,0.31378,0.32422,0.91569,0.65039
2.168,0.62366,0.30694,0.31445,0.92157,0.65039
