Time [s], RESP, II, V, AVR, PLETH
0,-0.16178,-0.010264,0.99512,0.88477,1.9159
0.008,-0.16479,-0.00048876,0.99512,0.87988,1.9062
0.016,-0.16704,-0.00048876,0.99512,0.875,1.8915
0.024,-0.17005,0.0043988,1,0.875,1.8719
0.032,-0.17306,0.014663,1,0.87012,1.8485
0.04,-0.17607,0.01955,0.99512,0.86475,1.8192
0.048,-0.17908,0.029814,1,0.85986,1.7937
0.056,-0.18284,0.034702,1,0.85986,1.7713
0.064,-0.18585,0.044477,1.0049,0.8501,1.7458
0.072,-0.18886,0.049853,1.0098,0.84473,1.7185
0.08,-0.19187,0.064516,1.0049,0.83984,1.6901
0.088,-0.19413,0.07478,1.0098,0.83008,1.6618
0.096,-0.19639,0.089932,1.0098,0.81982,1.6334
0.104,-0.19789,0.10459,1.0098,0.81006,1.6031
0.112,-0.1994,0.11486,1.02,0.7998,1.5718
0.12,-0.2009,0.12952,1.02,0.7998,1.5425
0.128,-0.20241,0.13978,1.02,0.79492,1.5142
0.136,-0.20391,0.13978,1.02,0.79492,1.4888
0.144,-0.20542,0.14956,1.0249,0.79004,1.4673
0.152,-0.20767,0.13978,1.0249,0.79492,1.4516
0.16,-0.20993,0.13978,1.0298,0.79492,1.4389
0.168,-0.21219,0.11975,1.0249,0.81006,1.4223
0.176,-0.21445,0.10948,1.0249,0.81982,1.4047
0.184,-0.2167,0.084555,1.0249,0.83008,1.3871
0.192,-0.21896,0.064516,1.02,0.84473,1.3705
0.2,-0.22122,0.034702,1.0098,0.86475,1.3519
0.208,-0.22348,0.0097752,1.0098,0.875,1.3353
0.216,-0.22573,-0.0053763,1.0049,0.88477,1.3226
0.224,-0.22799,-0.025415,1.0049,0.89014,1.3099
0.232,-0.23025,-0.035191,1.0049,0.8999,1.2962
0.24,-0.23251,-0.045455,1.0049,0.90967,1.2825
0.248,-0.23476,-0.05523,1,0.91504,1.2727
0.256,-0.23702,-0.060606,1,0.91992,1.2659
0.264,-0.23928,-0.065494,1,0.91992,1.2551
0.272,-0.24153,-0.075269,1,0.9248,1.2444
0.28,-0.24454,-0.070381,1,0.92969,1.2346
0.288,-0.2468,-0.075269,1,0.9248,1.2219
0.296,-0.24906,-0.070381,1,0.91992,1.2092
0.304,-0.25132,-0.075269,1,0.9248,1.1955
0.312,-0.25282,-0.070381,1,0.91992,1.1828
0.32,-0.25433,-0.070381,1,0.91992,1.1711
0.328,-0.25583,-0.060606,1,0.91504,1.1603
0.336,-0.25734,-0.060606,1,0.91504,1.1515
0.344,-0.25809,-0.050342,1,0.91504,1.1496
0.352,-0.25884,-0.050342,1,0.90967,1.1525
0.36,-0.25959,-0.045455,1,0.90967,1.1544
0.368,-0.26035,-0.045455,0.99512,0.90967,1.1623
0.376,-0.2611,-0.040567,1,0.90967,1.1828
0.384,-0.26185,-0.045455,1,0.90967,1.2229
0.392,-0.2626,-0.040567,1,0.90479,1.2864
0.4,-0.26336,-0.040567,1,0.90479,1.3744
0.408,-0.26411,-0.040567,1,0.90967,1.4829
0.416,-0.26411,-0.035191,0.99512,0.90479,1.6129
0.424,-0.26486,-0.040567,0.98975,0.90479,1.7586
0.432,-0.26486,-0.035191,0.98975,0.90967,1.914
0.44,-0.26486,-0.035191,0.98975,0.90967,2.0733
0.448,-0.26486,-0.045455,0.98975,0.90967,2.2082
